Date,Time,O3,SO2,NO2,NO,NOx,CO,PM25_TEOM,PM25
6/16/2018,12:00 PM,28.2,0.2,5.7,3.8,9.6,0.199,,8
6/16/2018,1:00 PM,31.9,0.2,5.1,3.2,8.4,0.195,,8
6/16/2018,2:00 PM,36,0.3,5.1,2.7,7.9,0.194,,9
6/16/2018,3:00 PM,38,0.3,6.1,2.8,9,0.146,,6
6/16/2018,4:00 PM,40.9,0.3,3.6,1.6,5.3,0.149,,4
6/16/2018,5:00 PM,27.4,0.5,17.5,17.6,35.2,0.162,,8
6/16/2018,6:00 PM,29.9,1,12.9,14,27,0.156,,9
6/16/2018,7:00 PM,33.6,0.2,5.8,1.3,7.1,0.164,,6
6/16/2018,8:00 PM,31.7,0.2,6.8,0.8,7.6,0.162,,6
6/16/2018,9:00 PM,9.2,0.9,26,11.3,37.3,0.194,,11
6/16/2018,10:00 PM,10.4,0.7,24.3,6.6,30.9,0.18,,8
6/16/2018,11:00 PM,5.9,1.7,29.4,39.8,69.2,0.16,,15
6/16/2018,24:00 AM,1.6,1.2,34.1,30.7,64.9,0.171,,8
6/17/2018,1:00 AM,3.4,0.6,28.7,10.8,39.5,0.186,,8
6/17/2018,2:00 AM,,,,,,,,9
6/17/2018,3:00 AM,5.6,0.3,20.9,9.4,30.3,0.186,,11
6/17/2018,4:00 AM,5.8,0.1,19.6,1,20.7,0.212,,11
6/17/2018,5:00 AM,5.1,0.1,19.4,3.3,22.7,0.216,,9
6/17/2018,6:00 AM,8.4,0.3,16.7,8.8,25.5,0.183,,6
6/17/2018,7:00 AM,10.5,0.5,17.4,16,33.4,0.187,,8
6/17/2018,8:00 AM,21.2,0.2,7.6,5.2,12.9,0.16,,9
6/17/2018,9:00 AM,28.4,0,2,1.4,3.5,0.114,,6
6/17/2018,10:00 AM,31.2,0,1.3,0.5,1.9,0.128,,4
6/17/2018,11:00 AM,33.2,0,1.7,0.9,2.6,0.143,,9
6/17/2018,12:00 PM,32.9,0.2,6.7,3.5,10.3,0.206,,9
6/17/2018,1:00 PM,31.8,0.7,15.6,9.4,25.1,0.193,,9
6/17/2018,2:00 PM,36.7,0.4,14.4,5.5,20,0.213,,9
6/17/2018,3:00 PM,45.1,0.4,9.3,2.9,12.2,0.182,,9
6/17/2018,4:00 PM,50.4,0.3,6.8,1.8,8.7,0.174,,9
6/17/2018,5:00 PM,44.7,0.5,12.6,4,16.6,0.141,,9
6/17/2018,6:00 PM,41.8,0.4,8,1.4,9.4,0.171,,10
6/17/2018,7:00 PM,28.6,0.5,17.2,2.8,20,0.178,,13
6/17/2018,8:00 PM,17.2,0.7,24.5,3.8,28.4,0.178,,10
6/17/2018,9:00 PM,10.2,0.8,28.5,4.6,33.1,0.193,,23
6/17/2018,10:00 PM,17.5,0.5,18.1,0.3,18.4,0.173,,6
6/17/2018,11:00 PM,9,0.5,24.8,2.8,27.7,0.185,,12
6/17/2018,24:00 AM,3.2,0.4,27.5,2.4,29.9,0.268,,13
6/18/2018,1:00 AM,,,,,,,,15
6/18/2018,2:00 AM,14,0.2,11.3,0.2,11.6,0.209,,12
6/18/2018,3:00 AM,9.2,0.2,13.3,0.2,13.5,0.252,,14
6/18/2018,4:00 AM,20,0.1,10,0.2,10.2,0.149,,9
6/18/2018,5:00 AM,13.7,0.1,12.5,1.3,13.8,0.25,,10
6/18/2018,6:00 AM,7.6,0.3,16.1,9.6,25.8,0.278,,12
6/18/2018,7:00 AM,15.5,0.4,14.3,8.4,22.7,0.27,,12
6/18/2018,8:00 AM,14.9,0.7,18.8,17.3,36.2,0.344,,12
6/18/2018,9:00 AM,24.6,0.3,7.4,4.3,11.8,0.187,,7
6/18/2018,10:00 AM,21.8,0.4,13.9,11,24.9,0.214,,10
6/18/2018,11:00 AM,18.4,1,19.8,18.8,38.7,0.222,,16
6/18/2018,12:00 PM,24.4,0.4,16.6,11.4,28,0.212,,14
6/18/2018,1:00 PM,34.1,0.3,12.2,6.5,18.8,0.193,,14
6/18/2018,2:00 PM,42.3,0.4,12.7,4.6,17.4,0.208,,14
6/18/2018,3:00 PM,39.1,0.6,11.8,5.1,17,0.211,,12
6/18/2018,4:00 PM,34,0.4,9.4,3.7,13.1,0.215,,12
6/18/2018,5:00 PM,31,0.2,7.5,3.4,10.9,0.177,,9
6/18/2018,6:00 PM,29.8,0.1,6.8,2.5,9.3,0.121,,10
6/18/2018,7:00 PM,28.5,0.1,5.3,1.3,6.6,0.108,,10
6/18/2018,8:00 PM,25.6,0.1,4.6,0.9,5.5,0.109,,10
6/18/2018,9:00 PM,25.7,0,3,0.4,3.5,0.098,,7
6/18/2018,10:00 PM,25.1,0,2.9,0.5,3.4,0.088,,8
6/18/2018,11:00 PM,25.4,0,2.6,0.4,3,0.077,,7
6/18/2018,24:00 AM,,,,,,,,10
6/19/2018,1:00 AM,26.2,0,1.6,0.3,1.9,0.066,,9
6/19/2018,2:00 AM,24.7,0,0.8,0.1,0.9,0.077,,10
6/19/2018,3:00 AM,23.6,0,1.5,0,1.6,0.086,,13
6/19/2018,4:00 AM,22.4,0,1.8,0.1,2,0.092,,11
6/19/2018,5:00 AM,21.8,0,2.4,0.5,3,0.103,,9
6/19/2018,6:00 AM,19,0.2,4.9,2.1,7,0.12,,11
6/19/2018,7:00 AM,18.5,0.1,6.3,4.4,10.7,0.135,,13
6/19/2018,8:00 AM,19.5,0.1,5.9,4.9,10.9,0.138,,10
6/19/2018,9:00 AM,21.1,0.3,4.6,4.1,8.7,0.132,,7
6/19/2018,10:00 AM,18.8,0.2,6.7,7.9,14.7,0.137,,8
6/19/2018,11:00 AM,19.8,0.1,4.9,5.2,10.1,0.133,,5
6/19/2018,12:00 PM,20.5,0.1,3.6,4,7.7,0.134,,5
6/19/2018,1:00 PM,19,0.1,5.1,5.7,10.8,0.147,,5
6/19/2018,2:00 PM,20,0.2,6.1,6.3,12.4,0.147,,7
6/19/2018,3:00 PM,22.6,0.1,4.5,4.3,8.9,0.179,,6
6/19/2018,4:00 PM,22.2,0.1,4.4,3.6,8.1,0.215,,10
6/19/2018,5:00 PM,20.4,0.1,4.3,2.9,7.3,0.202,,8
6/19/2018,6:00 PM,19.7,0,4.7,2.5,7.2,0.192,,6
6/19/2018,7:00 PM,19.2,0,5.8,2.2,8,0.187,,8
6/19/2018,8:00 PM,12,0.2,12.5,2.5,15,0.239,,10
6/19/2018,9:00 PM,9.6,0.1,13.9,1,14.9,0.269,,8
6/19/2018,10:00 PM,18.4,0,5.1,0.3,5.4,0.183,,6
6/19/2018,11:00 PM,,,,,,,,8
6/19/2018,24:00 AM,15.7,0,4.8,0.3,5.1,0.163,,7
6/20/2018,1:00 AM,16.2,0,3.7,0.2,3.9,0.159,,6
6/20/2018,2:00 AM,15.7,0,3.3,0.3,3.6,0.156,,4
6/20/2018,3:00 AM,15.3,0,3.1,0.2,3.4,0.071,,3
6/20/2018,4:00 AM,13.1,0,3.5,0.1,3.7,0.077,,4
6/20/2018,5:00 AM,8.8,0,5.7,0.7,6.5,0.124,,5
6/20/2018,6:00 AM,7.6,0,6.2,1.7,7.9,0.121,,6
6/20/2018,7:00 AM,5.5,0.3,11.2,18,29.2,0.229,,9
6/20/2018,8:00 AM,4.1,1.1,16.3,36.3,52.6,0.361,,11
6/20/2018,9:00 AM,7.2,1.1,13.1,26.8,39.9,0.306,,11
6/20/2018,10:00 AM,6.9,1.2,16,38.3,54.3,0.29,,12
6/20/2018,11:00 AM,9.5,1.4,16.6,30.5,47.1,0.264,,12
6/20/2018,12:00 PM,18.5,0.6,14.2,15.3,29.6,0.207,,12
6/20/2018,1:00 PM,26,0.6,9.2,6.7,15.9,0.166,,9
6/20/2018,2:00 PM,26.1,0.6,11.6,7.6,19.2,0.171,,13
6/20/2018,3:00 PM,22.1,0.8,11.9,9.4,21.4,0.175,,8
6/20/2018,4:00 PM,18,0.3,10.1,8,18.2,0.165,,6
6/20/2018,5:00 PM,16,0.2,9.9,6.7,16.6,0.221,,4
6/20/2018,6:00 PM,17.6,0.1,8.8,4.1,13,0.164,,5
6/20/2018,7:00 PM,15.8,0.1,10.4,3.8,14.2,0.157,,6
6/20/2018,8:00 PM,14,0.1,11.4,2.9,14.4,0.131,,5
6/20/2018,9:00 PM,18,0,11.4,1.2,12.7,0.12,,5
6/20/2018,10:00 PM,,,,,,,,6
6/20/2018,11:00 PM,8.8,0,13.8,3.3,17.1,0.095,,6
6/20/2018,24:00 AM,14.2,0,5.9,1.7,7.6,0.084,,5
6/21/2018,1:00 AM,14.8,0,1.5,0.2,1.7,0.051,,4
6/21/2018,2:00 AM,13.2,0,0.9,0,1,0.06,,3
6/21/2018,3:00 AM,15.4,0,0.4,0.2,0.6,0.089,,2
6/21/2018,4:00 AM,17.9,0,0.4,0.3,0.7,0.09,,2
6/21/2018,5:00 AM,18.2,0,1.5,0.6,2.1,0.098,,5
6/21/2018,6:00 AM,18.4,0,2.7,1.7,4.5,0.117,,4
6/21/2018,7:00 AM,17.2,0,5.3,5.5,10.8,0.146,,5
6/21/2018,8:00 AM,17.2,0.1,7,7.9,14.9,0.162,,7
6/21/2018,9:00 AM,20.8,0,5,5.2,10.2,0.146,,6
6/21/2018,10:00 AM,21.5,0.1,5,5,10,0.143,,4
6/21/2018,11:00 AM,22.4,0.1,5.5,5.4,11,0.141,,6
6/21/2018,12:00 PM,22.8,0.1,5.8,6,11.9,0.145,,9
6/21/2018,1:00 PM,25.2,0,4.4,3.9,8.3,0.149,,8
6/21/2018,2:00 PM,20.5,0.1,8.6,9.2,17.9,0.158,,9
6/21/2018,3:00 PM,23.7,0.1,5.3,4.8,10.1,0.176,,7
6/21/2018,4:00 PM,23.9,0.1,4.2,3.6,7.9,0.18,,4
6/21/2018,5:00 PM,22.6,0,3.3,2.7,6.1,0.17,,1
6/21/2018,6:00 PM,21.9,0,3.3,2.3,5.7,0.158,,0
6/21/2018,7:00 PM,20.8,0,2.6,2.2,4.8,0.153,,3
6/21/2018,8:00 PM,20,0,2.3,1.2,3.5,0.142,,3
6/21/2018,9:00 PM,,,,,,,,2
6/21/2018,10:00 PM,18.4,0,1.9,0.6,2.6,0.131,,1
6/21/2018,11:00 PM,19.7,0,1.2,0.3,1.5,0.123,,2
6/21/2018,24:00 AM,19.1,0,1.2,0.4,1.6,0.118,,3
6/22/2018,1:00 AM,18.5,0,1.2,0.8,2,0.116,,5
6/22/2018,2:00 AM,19.9,0,0.6,0.3,0.9,0.112,,3
6/22/2018,3:00 AM,18.7,0,1.3,0.4,1.7,0.051,,2
6/22/2018,4:00 AM,19.2,0,1,0.4,1.5,0.059,,0
6/22/2018,5:00 AM,15.9,0,4.3,1.8,6.2,0.064,,1
6/22/2018,6:00 AM,11.5,0,8.9,5.3,14.3,0.107,,2
6/22/2018,7:00 AM,10.5,0.1,10.8,8.6,19.5,0.141,,3
6/22/2018,8:00 AM,14.3,0.3,8.4,7.1,15.5,0.129,,3
6/22/2018,9:00 AM,16.7,0.1,6.1,7,13.1,0.122,,7
6/22/2018,10:00 AM,18.8,0.1,4.8,5.2,10,0.112,,9
6/22/2018,11:00 AM,20.6,0.1,4.4,5,9.5,0.103,,6
6/22/2018,12:00 PM,24.2,0.1,3.8,3.9,7.8,0.096,,5
6/22/2018,1:00 PM,24.9,0.1,4.2,4.1,8.4,0.1,,
6/22/2018,2:00 PM,22.6,0.1,4.5,5.5,10.1,0.119,,
6/22/2018,3:00 PM,23.4,0,4,4.2,8.2,0.152,,9
6/22/2018,4:00 PM,25.9,0,2.7,2.2,4.9,0.149,,6
6/22/2018,5:00 PM,25.6,0,2.6,1.9,4.5,0.143,,3
6/22/2018,6:00 PM,23.7,0,3.2,1.3,4.6,0.139,,0
6/22/2018,7:00 PM,25.8,0,2.2,1.1,3.3,0.133,,5
6/22/2018,8:00 PM,,,,,,,,6
6/22/2018,9:00 PM,26.6,0,2.1,0.8,3,0.131,,3
6/22/2018,10:00 PM,24,0,2.4,0.7,3.1,0.132,,5
6/22/2018,11:00 PM,23.8,0,1.6,0.4,2,0.131,,5
6/22/2018,24:00 AM,20.3,0,4.2,0.6,4.8,0.131,,3
6/23/2018,1:00 AM,22.5,0,2,0.6,2.6,0.12,,3
6/23/2018,2:00 AM,22.3,0,0.9,0.3,1.2,0.116,,3
6/23/2018,3:00 AM,20.4,0,0.7,0.2,1,0.093,,4
6/23/2018,4:00 AM,17.3,0,2.7,0.2,2.9,0.095,,3
6/23/2018,5:00 AM,15.2,0,3.9,0.5,4.5,0.099,,6
6/23/2018,6:00 AM,14.6,0,4.6,2.4,7,0.109,,5
6/23/2018,7:00 AM,16.8,0,3.1,2.7,5.9,0.107,,5
6/23/2018,8:00 AM,17.7,0,3.6,3.4,7,0.122,,7
6/23/2018,9:00 AM,14.8,0.4,10.1,17.6,27.7,0.131,,4
6/23/2018,10:00 AM,20.8,0,5.3,5.7,11.1,0.14,,0
6/23/2018,11:00 AM,19.2,0.3,9.1,10.6,19.7,0.135,,1
6/23/2018,12:00 PM,24.4,0.1,3.2,2.9,6.2,0.126,,5
6/23/2018,1:00 PM,24.8,0,2.4,2.3,4.7,0.125,,3
6/23/2018,2:00 PM,23.1,0,3.3,3.2,6.6,0.125,,5
6/23/2018,3:00 PM,24.1,0,2.5,2.4,4.9,0.119,,5
6/23/2018,4:00 PM,23.3,0,2.6,2.1,4.7,0.125,,6
6/23/2018,5:00 PM,21.7,0.1,7.5,6.1,13.7,0.15,,5
6/23/2018,6:00 PM,24.9,0.1,4.7,2.8,7.5,0.14,,5
6/23/2018,7:00 PM,,,,,,,,5
6/23/2018,8:00 PM,16.9,0.6,14.1,17.3,31.4,0.118,,5
6/23/2018,9:00 PM,26.6,0,2.5,0.7,3.3,0.11,,5
6/23/2018,10:00 PM,23.7,0,4,0.7,4.8,0.12,,2
6/23/2018,11:00 PM,20.9,0,5.2,0.6,5.8,0.108,,3
6/23/2018,24:00 AM,20.9,0,3.9,0.3,4.2,0.102,,5
6/24/2018,1:00 AM,21.2,0,2,0.3,2.3,0.106,,4
6/24/2018,2:00 AM,18.4,0,2.7,0.2,2.9,0.106,,6
6/24/2018,3:00 AM,18.1,0,3.2,0.4,3.6,0.092,,7
6/24/2018,4:00 AM,17.1,0,1.7,0.1,1.8,0.093,,7
6/24/2018,5:00 AM,15.5,0,2.7,0.3,3,0.092,,5
6/24/2018,6:00 AM,15.5,0,2.4,0.7,3.2,0.105,,7
6/24/2018,7:00 AM,12.6,0,7.1,5.9,13,0.113,,5
6/24/2018,8:00 AM,16.2,0,4.1,3.9,8.1,0.125,,2
6/24/2018,9:00 AM,18.9,0,2.9,2.8,5.8,0.121,,4
6/24/2018,10:00 AM,21.5,0,4,3.6,7.6,0.14,,5
6/24/2018,11:00 AM,24.3,0,3.5,2.6,6.1,0.134,,6
6/24/2018,12:00 PM,24.5,0,2.4,1.6,4,0.13,,7
6/24/2018,1:00 PM,21.3,0,3.5,2.9,6.5,0.141,,4
6/24/2018,2:00 PM,24.1,0.1,3.3,2.7,6.1,0.126,,2
6/24/2018,3:00 PM,26.9,0,3.1,2,5.2,0.127,,3
6/24/2018,4:00 PM,30.6,0,2.9,1.3,4.3,0.137,,3
6/24/2018,5:00 PM,30.3,0,2.1,0.6,2.8,0.144,,2
6/24/2018,6:00 PM,,,,,,,,2
6/24/2018,7:00 PM,27.1,0.9,4.9,0.5,5.4,0.127,,6
6/24/2018,8:00 PM,41.8,0.1,3.2,0.3,3.5,0.1,,4
6/24/2018,9:00 PM,33.5,0,1.8,0.2,2.1,0.097,,2
6/24/2018,10:00 PM,25.7,0,3.7,0.3,4.1,0.107,,4
6/24/2018,11:00 PM,26.1,0,2.9,0.2,3.2,0.092,,5
6/24/2018,24:00 AM,27.9,0,2.5,0.2,2.8,0.069,,3
6/25/2018,1:00 AM,29.3,0,2,0.2,2.2,0.07,,1
6/25/2018,2:00 AM,31.9,0,0.9,0.2,1.2,0.067,,5
6/25/2018,3:00 AM,30.3,0,1.2,0.3,1.5,0.039,,4
6/25/2018,4:00 AM,29.6,0,1.3,0,1.4,0.038,,2
6/25/2018,5:00 AM,27,0,3.1,0.7,3.9,0.051,,1
6/25/2018,6:00 AM,26.9,0,6.5,2.9,9.5,0.07,,4
6/25/2018,7:00 AM,29.3,0,5.7,3.5,9.3,0.109,,7
6/25/2018,8:00 AM,31.9,0,4.9,3.6,8.5,0.162,,10
6/25/2018,9:00 AM,34.7,0,4.2,2.7,7,0.131,,7
6/25/2018,10:00 AM,,,,,,,,
6/25/2018,11:00 AM,34.1,0,3.1,2.9,6,0.117,,2
6/25/2018,12:00 PM,34.2,0,2.6,3.1,5.7,0.118,,4
6/25/2018,1:00 PM,33.1,0,2.9,2.7,5.7,0.117,,4
6/25/2018,2:00 PM,32.2,0,2.4,2.4,4.8,0.12,,2
6/25/2018,3:00 PM,30.9,0,2.6,2.6,5.3,0.128,,3
6/25/2018,4:00 PM,30.9,0,3.1,3,6.1,0.144,,4
6/25/2018,5:00 PM,,,,,,,,5
6/25/2018,6:00 PM,31.9,0,1.7,1.3,3,0.115,,3
6/25/2018,7:00 PM,30.8,0,1.7,1.1,2.8,0.11,,3
6/25/2018,8:00 PM,30.3,0,1.1,0.7,1.8,0.11,,6
6/25/2018,9:00 PM,29.7,0,1.2,0.8,2,0.11,,6
6/25/2018,10:00 PM,29.5,0,1.2,0.6,1.8,0.104,,3
6/25/2018,11:00 PM,29.1,0,1.1,0.4,1.6,0.102,,3
6/25/2018,24:00 AM,29.4,0,1,0.6,1.6,,,4
6/26/2018,1:00 AM,29.9,0,0.7,0.1,0.8,,,3
6/26/2018,2:00 AM,28.9,0,1.1,0.2,1.3,,,4
6/26/2018,3:00 AM,26.5,0,2.6,0.3,3,,,9
6/26/2018,4:00 AM,24.3,0,4.8,0.2,5.1,,,7
6/26/2018,5:00 AM,24.6,0,5,0.5,5.6,,,7
6/26/2018,6:00 AM,20.4,0,8,2.8,10.9,,,5
6/26/2018,7:00 AM,20.9,0,8.8,5.8,14.7,,,5
6/26/2018,8:00 AM,23.8,0.1,8.7,6.3,15,,,5
6/26/2018,9:00 AM,25,0.1,8.1,6.9,15,,,8
6/26/2018,10:00 AM,27.1,0,7.2,5.1,12.4,,,5
6/26/2018,11:00 AM,30.6,0.1,5.2,4.2,9.5,,,6
6/26/2018,12:00 PM,32,0,3.6,3.1,6.8,,,8
6/26/2018,1:00 PM,34.2,0,2.4,1.6,4.1,,,5
6/26/2018,2:00 PM,33.3,0,2.6,1.8,4.5,,,4
6/26/2018,3:00 PM,33.5,0,2.2,1.6,3.9,,,4
6/26/2018,4:00 PM,,,,,,,,4
6/26/2018,5:00 PM,27.9,0,6.2,3.9,10.2,,,6
6/26/2018,6:00 PM,28.9,0,5.3,2.3,7.6,,,6
6/26/2018,7:00 PM,31.1,0,3.7,1.1,4.9,,,3
6/26/2018,8:00 PM,27.2,0,4.6,0.8,5.5,,,7
6/26/2018,9:00 PM,24.2,0,5.5,1.2,6.7,,,6
6/26/2018,10:00 PM,22.7,0,4.8,0.4,5.3,,,6
6/26/2018,11:00 PM,20.6,0,5.4,0.3,5.7,,,4
6/26/2018,24:00 AM,18.6,0,5.2,0.3,5.6,,,1
6/27/2018,1:00 AM,19.8,0,4.1,0.1,4.3,,,4
6/27/2018,2:00 AM,17.6,0,5.1,0.1,5.3,,,6
6/27/2018,3:00 AM,15.4,0,6,0.2,6.2,,,6
6/27/2018,4:00 AM,9.1,0,6.5,0.7,7.3,,,5
6/27/2018,5:00 AM,4.5,0,10.6,4.2,14.8,,,7
6/27/2018,6:00 AM,6.3,0.2,11.4,9.5,21,,,6
6/27/2018,7:00 AM,14.4,0.5,11.6,14.8,26.4,,,10
6/27/2018,8:00 AM,18.7,0.3,10.3,6.6,17,,,10
6/27/2018,9:00 AM,21.1,0.1,8.8,6.8,15.7,,,9
6/27/2018,10:00 AM,23.8,0.2,6.8,6.1,13,,,6
6/27/2018,11:00 AM,29.2,0.3,4.7,5.6,10.3,,,4
6/27/2018,12:00 PM,30.6,0.2,4.5,3.1,7.7,,,2
6/27/2018,1:00 PM,30,0.1,5.2,4,9.3,,,3
6/27/2018,2:00 PM,29.5,0.1,5.7,4.4,10.1,,,6
6/27/2018,3:00 PM,,,,,,,,6
6/27/2018,4:00 PM,26.9,0,5.1,3.3,8.4,,,6
6/27/2018,5:00 PM,23.9,0,4.4,3,7.4,,,4
6/27/2018,6:00 PM,26.3,0,2.3,1.7,4.1,,,7
6/27/2018,7:00 PM,27.9,0,2.1,1,3.2,,,4
6/27/2018,8:00 PM,28.7,0,2.5,0.7,3.3,,,4
6/27/2018,9:00 PM,29.2,0,2.8,0.7,3.5,,,3
6/27/2018,10:00 PM,29.8,0,1.9,0.4,2.4,,,2
6/27/2018,11:00 PM,30.2,0,1.2,0.1,1.4,,,5
6/27/2018,24:00 AM,29.7,0,1.7,0,1.7,,,5
6/28/2018,1:00 AM,31.6,0,1.3,0,1.3,,,4
6/28/2018,2:00 AM,31.9,0,0.7,0.2,0.9,,,3
6/28/2018,3:00 AM,31.6,0,0.9,0.2,1.2,,,3
6/28/2018,4:00 AM,32.3,0,1,0.5,1.5,,,3
6/28/2018,5:00 AM,27.7,0,4.8,1.2,6,,,5
6/28/2018,6:00 AM,24.6,0,7.6,2.8,10.4,,,5
6/28/2018,7:00 AM,26.3,0,7.5,2.8,10.3,,,5
6/28/2018,8:00 AM,25.9,0,7.9,4.2,12.1,,,7
6/28/2018,9:00 AM,25.2,0,8,4.4,12.4,,,6
6/28/2018,10:00 AM,27.1,0,6.9,4.3,11.2,,,5
6/28/2018,11:00 AM,29,0,6,4.2,10.3,,,6
6/28/2018,12:00 PM,30.2,0,5.1,3.6,8.7,,,8
6/28/2018,1:00 PM,29.2,0,4,3.5,7.5,,,7
6/28/2018,2:00 PM,,,,,,,,7
6/28/2018,3:00 PM,26.1,0,5.8,5,10.8,,,8
6/28/2018,4:00 PM,26.4,0,3.4,2.8,6.2,,,6
6/28/2018,5:00 PM,27.7,0,2.9,2.5,5.4,,,7
6/28/2018,6:00 PM,29.7,0,2.8,1.7,4.5,,,6
6/28/2018,7:00 PM,29.1,0,2.7,0.7,3.5,,,5
6/28/2018,8:00 PM,27.2,0,2.5,0.5,3,,,2
6/28/2018,9:00 PM,26.2,0,3.5,0.7,4.2,,,4
6/28/2018,10:00 PM,24.4,0,4.9,0.4,5.3,,,5
6/28/2018,11:00 PM,5,0.3,24.9,15.8,40.8,,,5
6/28/2018,24:00 AM,12.3,0,16.3,3.9,20.2,,,6
6/29/2018,1:00 AM,23.2,0,3.7,0.3,4,,,4
6/29/2018,2:00 AM,17.7,0,9.2,0.2,9.4,,,6
6/29/2018,3:00 AM,18.2,0,8.5,0.2,8.7,,,6
6/29/2018,4:00 AM,17,0,9.5,0.4,9.9,,,6
6/29/2018,5:00 AM,16.5,0,10.5,0.7,11.3,,,6
6/29/2018,6:00 AM,15.4,0,11.2,1.9,13.2,,,5
6/29/2018,7:00 AM,8.7,0.2,18.7,12.4,31.2,,,5
6/29/2018,8:00 AM,7.1,0.4,22,16.7,38.7,,,8
6/29/2018,9:00 AM,10.5,0.7,18.7,19.5,38.2,,,5
6/29/2018,10:00 AM,15.6,0.3,11.5,6.8,18.3,,,2
6/29/2018,11:00 AM,18.7,0.1,8.5,4.5,13.1,,,4
6/29/2018,12:00 PM,23.7,0,5.3,2.2,7.6,,,5
6/29/2018,1:00 PM,,,,,,,,6
6/29/2018,2:00 PM,27.2,0,5,3.3,8.3,,,8
6/29/2018,3:00 PM,27.6,0,3.6,1.7,5.3,,,5
6/29/2018,4:00 PM,28.3,0,2.9,1.8,4.8,,,6
6/29/2018,5:00 PM,24.9,0.1,6.5,4,10.5,,,8
6/29/2018,6:00 PM,14,0.3,16.1,12.7,28.9,,,7
6/29/2018,7:00 PM,3.7,1.8,24.9,66.8,91.7,,,10
6/29/2018,8:00 PM,10.3,0.6,17.7,19.8,37.5,,,8
6/29/2018,9:00 PM,20.7,0.2,6.9,5.5,12.4,,,6
6/29/2018,10:00 PM,12.4,0.1,14.1,8,22.2,,,9
6/29/2018,11:00 PM,3.8,0.6,21.1,26.4,47.5,,,6
6/29/2018,24:00 AM,7.8,0,14.5,1.6,16.2,,,3
6/30/2018,1:00 AM,11.9,0,9.5,1.9,11.4,,,2
6/30/2018,2:00 AM,16.4,0,2.7,0.3,3,,,3
6/30/2018,3:00 AM,19.2,0,1.5,0.2,1.7,,,
6/30/2018,4:00 AM,21.2,0,1.6,0.3,2,,,
6/30/2018,5:00 AM,19.9,0,1.6,0.6,2.2,,,2
6/30/2018,6:00 AM,18,0,3.7,1.5,5.3,,,1
6/30/2018,7:00 AM,19.3,0,3.8,1.7,5.6,,,2
6/30/2018,8:00 AM,21.3,0,2.9,1.4,4.4,,,5
6/30/2018,9:00 AM,19.6,0,3.2,2.3,5.6,,,7
6/30/2018,10:00 AM,14.2,0,6.1,4.8,10.9,,,5
6/30/2018,11:00 AM,11.2,0,8.4,5.5,13.9,,,2
6/30/2018,12:00 PM,,,,,,,,2
6/30/2018,1:00 PM,11.3,0,7.5,6.6,14.1,,,4
6/30/2018,2:00 PM,14.8,0,5.2,5.7,10.9,,,5
6/30/2018,3:00 PM,22.2,0,1.1,1.7,2.9,,,4
6/30/2018,4:00 PM,27.9,0,1.4,1.5,3,,,1
6/30/2018,5:00 PM,28.6,0,1.5,1.4,2.9,,,0
6/30/2018,6:00 PM,27.6,0,1.4,1,2.4,,,0
6/30/2018,7:00 PM,26.1,0,1.5,1,2.5,,,2
6/30/2018,8:00 PM,24.3,0,1.3,0.9,2.3,,,4
6/30/2018,9:00 PM,23.5,0,1,0.6,1.6,,,6
6/30/2018,10:00 PM,24.9,0,1.1,0.4,1.5,,,5
6/30/2018,11:00 PM,24.9,0,2,0.4,2.5,,,2
6/30/2018,24:00 AM,22.5,0,2.5,0.7,3.2,,,3
7/1/2018,1:00 AM,20.8,-0.2,0.5,0.5,1.1,,,5
7/1/2018,2:00 AM,18.7,-0.2,1.8,0.4,2.2,,,5
7/1/2018,3:00 AM,22.6,-0.2,0.4,0.2,0.6,,,3
7/1/2018,4:00 AM,25.3,-0.2,-1.4,0.2,-1.1,,,3
7/1/2018,5:00 AM,24,-0.2,-1.3,0.4,-0.8,,,3
7/1/2018,6:00 AM,22.3,-0.2,-0.7,0.3,-0.3,,,2
7/1/2018,7:00 AM,21.9,-0.3,-0.4,0.9,0.4,,,0
7/1/2018,8:00 AM,21.6,-0.3,-0.6,1.2,0.5,,,0
7/1/2018,9:00 AM,21.6,-0.3,0,1.5,1.4,,,3
7/1/2018,10:00 AM,25.2,-0.2,-0.2,1.8,1.6,,,5
7/1/2018,11:00 AM,,,,,,,,2
7/1/2018,12:00 PM,32.9,-0.3,-0.8,1.1,0.2,,,0
7/1/2018,1:00 PM,32.8,-0.2,-0.6,1.2,0.6,,,5
7/1/2018,2:00 PM,33.9,-0.2,-1.1,0.8,-0.2,,,5
7/1/2018,3:00 PM,35.1,-0.2,-1.3,0.6,-0.6,,,3
7/1/2018,4:00 PM,34.5,-0.2,-0.6,0.9,0.3,,,2
7/1/2018,5:00 PM,36.2,-0.2,-1,0.5,-0.4,,,2
7/1/2018,6:00 PM,34.8,-0.2,-1.1,0.7,-0.4,,,1
7/1/2018,7:00 PM,34.2,-0.2,-0.6,0.8,0.1,,,5
7/1/2018,8:00 PM,32.7,-0.2,-0.6,0.9,0.2,,,4
7/1/2018,9:00 PM,31.5,-0.3,-0.1,0.7,0.6,,,5
7/1/2018,10:00 PM,30.1,-0.3,0,0.5,0.5,,,5
7/1/2018,11:00 PM,29,-0.2,0.7,0.5,1.2,,,3
7/1/2018,24:00 AM,28.4,-0.3,0.6,0.2,0.8,,,0
