Name,Artist,Composer,Album,Grouping,Work,Movement Number,Movement Count,Movement Name,Genre,Size,Time,Disc Number,Disc Count,Track Number,Track Count,Year,Date Modified,Date Added,Bit Rate,Sample Rate,Volume Adjustment,Kind,Equalizer,Comments,Plays,Last Played,Skips,Last Skipped,My Rating,Location
Fanfare,Mark Isham & Art Lande,Art Lande,We Begin,,,,,,Jazz,7307192,206,1,1,7,7,1987,2017-05-29 19:55,2013-11-15 16:41,256,44100,,Purchased AAC audio file,,,,,,,,E:\iTunes_library\Music\Mark Isham & Art Lande\We Begin\07 Fanfare.m4a
Crossing the Corpus Callosum,Marc Johnson's Bass Desires,Marc Johnson,Second Sight,,,,,,Jazz,17073357,504,1,1,1,8,1987,2017-05-29 19:56,2013-11-15 16:37,256,44100,,Purchased AAC audio file,,,,,,,,E:\iTunes_library\Music\Marc Johnson's Bass Desires\Second Sight\01 Crossing the Corpus Callosum.m4a
Small Hands,Marc Johnson's Bass Desires,Bill Frisell,Second Sight,,,,,,Jazz,13688679,400,1,1,2,8,1987,2017-05-29 19:56,2013-11-15 16:37,256,44100,,Purchased AAC audio file,,,,,,,,E:\iTunes_library\Music\Marc Johnson's Bass Desires\Second Sight\02 Small Hands.m4a
Sweet Soul,Marc Johnson's Bass Desires,Peter Erskine,Second Sight,,,,,,Jazz,15307961,448,1,1,3,8,1987,2017-05-29 19:56,2013-11-15 16:37,256,44100,,Purchased AAC audio file,,,,,,,,E:\iTunes_library\Music\Marc Johnson's Bass Desires\Second Sight\03 Sweet Soul.m4a
Twister,Marc Johnson's Bass Desires,John Scofield,Second Sight,,,,,,Jazz,10015836,288,1,1,4,8,1987,2017-05-29 19:56,2013-11-15 16:37,256,44100,,Purchased AAC audio file,,,,,,,,E:\iTunes_library\Music\Marc Johnson's Bass Desires\Second Sight\04 Twister.m4a
Thrill Seekers,Marc Johnson's Bass Desires,John Scofield,Second Sight,,,,,,Jazz,17761082,513,1,1,5,8,1987,2017-05-29 19:56,2013-11-15 16:37,256,44100,,Purchased AAC audio file,,,,,,,,E:\iTunes_library\Music\Marc Johnson's Bass Desires\Second Sight\05 Thrill Seekers.m4a
Prayer Beads,Marc Johnson's Bass Desires,Marc Johnson,Second Sight,,,,,,Jazz,7767905,233,1,1,6,8,1987,2017-05-29 19:56,2013-11-15 16:37,256,44100,,Purchased AAC audio file,,,,,,,,E:\iTunes_library\Music\Marc Johnson's Bass Desires\Second Sight\06 Prayer Beads.m4a
1951,Marc Johnson's Bass Desires,Bill Frisell,Second Sight,,,,,,Jazz,10515249,301,1,1,7,8,1987,2017-05-29 19:56,2013-11-15 16:37,256,44100,,Purchased AAC audio file,,,,,,,,E:\iTunes_library\Music\Marc Johnson's Bass Desires\Second Sight\07 1951.m4a
Hymn for Her,Marc Johnson's Bass Desires,Marc Johnson,Second Sight,,,,,,Jazz,13689544,398,1,1,8,8,1987,2017-05-29 19:56,2013-11-15 16:37,256,44100,,Purchased AAC audio file,,,,,,,,E:\iTunes_library\Music\Marc Johnson's Bass Desires\Second Sight\08 Hymn for Her.m4a
So Green,"Gary Peacock, Art Lande & Eliot Zigmund",Art Lande,Shift In the Wind,,,,,,Jazz,12765741,370,1,1,1,7,1980,2017-05-29 20:02,2013-11-09 11:08,256,44100,,Purchased AAC audio file,,,,,,,,"E:\iTunes_library\Music\Gary Peacock, Art Lande & Eliot Zigmund\Shift In the Wind\01 So Green.m4a"
Fractions,"Gary Peacock, Art Lande & Eliot Zigmund","Gary Peacock, Art Lande & Eliot Zigmund",Shift In the Wind,,,,,,Jazz,10580552,299,1,1,2,7,1980,2017-05-29 20:01,2013-11-09 11:08,256,44100,,Purchased AAC audio file,,,,,,,,"E:\iTunes_library\Music\Gary Peacock, Art Lande & Eliot Zigmund\Shift In the Wind\02 Fractions.m4a"
Last First,"Gary Peacock, Art Lande & Eliot Zigmund",Gary Peacock,Shift In the Wind,,,,,,Jazz,17358949,493,1,1,3,7,1980,2017-05-29 20:02,2013-11-09 11:08,256,44100,,Purchased AAC audio file,,,,,,,,"E:\iTunes_library\Music\Gary Peacock, Art Lande & Eliot Zigmund\Shift In the Wind\03 Last First.m4a"
Shift In the Wind,"Gary Peacock, Art Lande & Eliot Zigmund",Gary Peacock,Shift In the Wind,,,,,,Jazz,12437937,347,1,1,4,7,1980,2017-05-29 20:02,2013-11-09 11:08,256,44100,,Purchased AAC audio file,,,,,,,,"E:\iTunes_library\Music\Gary Peacock, Art Lande & Eliot Zigmund\Shift In the Wind\04 Shift In the Wind.m4a"
Centers,"Gary Peacock, Art Lande & Eliot Zigmund","Gary Peacock, Art Lande & Eliot Zigmund",Shift In the Wind,,,,,,Jazz,14442153,414,1,1,5,7,1980,2017-05-29 20:02,2013-11-09 11:08,256,44100,,Purchased AAC audio file,,,,,,,,"E:\iTunes_library\Music\Gary Peacock, Art Lande & Eliot Zigmund\Shift In the Wind\05 Centers.m4a"
Caverns Beneath the Zoth,"Gary Peacock, Art Lande & Eliot Zigmund",Art Lande,Shift In the Wind,,,,,,Jazz,20708528,597,1,1,6,7,1980,2017-05-29 20:02,2013-11-09 11:08,256,44100,,Purchased AAC audio file,,,,,,,,"E:\iTunes_library\Music\Gary Peacock, Art Lande & Eliot Zigmund\Shift In the Wind\06 Caverns Beneath the Zoth.m4a"
Valentine,"Gary Peacock, Art Lande & Eliot Zigmund",Gary Peacock,Shift In the Wind,,,,,,Jazz,11227223,310,1,1,7,7,1980,2017-05-29 20:02,2013-11-09 11:08,256,44100,,Purchased AAC audio file,,,,,,,,"E:\iTunes_library\Music\Gary Peacock, Art Lande & Eliot Zigmund\Shift In the Wind\07 Valentine.m4a"
Paul Motian (1),Anat Fort Trio,Anat Fort,And If,,,,,,Jazz,9157449,242,1,1,1,10,2010,2017-05-29 20:08,2013-10-16 18:30,256,44100,,Purchased AAC audio file,,,,,,,,E:\iTunes_library\Music\Anat Fort Trio\And If\01 Paul Motian (1).m4a
Clouds Moving,Anat Fort Trio,Anat Fort,And If,,,,,,Jazz,12660501,335,1,1,2,10,2010,2017-05-29 20:08,2013-10-16 18:30,256,44100,,Purchased AAC audio file,,,,,,,,E:\iTunes_library\Music\Anat Fort Trio\And If\02 Clouds Moving.m4a
En If,Anat Fort Trio,Anat Fort,And If,,,,,,Jazz,13389195,354,1,1,3,10,2010,2017-05-29 20:08,2013-10-16 18:30,256,44100,,Purchased AAC audio file,,,,,,,,E:\iTunes_library\Music\Anat Fort Trio\And If\03 En If.m4a
Some,Anat Fort Trio,Anat Fort,And If,,,,,,Jazz,12850989,340,1,1,4,10,2010,2017-05-29 20:08,2013-10-16 18:30,256,44100,,Purchased AAC audio file,,,,,,,,E:\iTunes_library\Music\Anat Fort Trio\And If\04 Some.m4a
Something 'Bout Camels,Anat Fort Trio,Anat Fort,And If,,,,,,Jazz,20221838,591,1,1,5,10,2010,2017-05-29 20:09,2013-10-16 18:30,256,44100,,Purchased AAC audio file,,,,,,,,E:\iTunes_library\Music\Anat Fort Trio\And If\05 Something 'Bout Camels.m4a
If,Anat Fort Trio,Anat Fort,And If,,,,,,Jazz,3504691,78,1,1,6,10,2010,2017-05-29 20:08,2013-10-16 18:30,256,44100,,Purchased AAC audio file,,,,,,,,E:\iTunes_library\Music\Anat Fort Trio\And If\06 If.m4a
Lanesboro,Anat Fort Trio,Anat Fort,And If,,,,,,Jazz,11757192,315,1,1,7,10,2010,2017-05-29 20:08,2013-10-16 18:30,256,44100,,Purchased AAC audio file,,,,,,,,E:\iTunes_library\Music\Anat Fort Trio\And If\07 Lanesboro.m4a
Minnesota,Anat Fort Trio,Anat Fort,And If,,,,,,Jazz,16919678,454,1,1,8,10,2010,2017-05-29 20:09,2013-10-16 18:30,256,44100,,Purchased AAC audio file,,,,,,,,E:\iTunes_library\Music\Anat Fort Trio\And If\08 Minnesota.m4a
Nu,Anat Fort Trio,Anat Fort,And If,,,,,,Jazz,6785450,170,1,1,9,10,2010,2017-05-29 20:09,2013-10-16 18:30,256,44100,,Purchased AAC audio file,,,,,,,,E:\iTunes_library\Music\Anat Fort Trio\And If\09 Nu.m4a
Paul Motian (2),Anat Fort Trio,Anat Fort,And If,,,,,,Jazz,8970404,240,1,1,10,10,2010,2017-05-29 20:09,2013-10-16 18:30,256,44100,,Purchased AAC audio file,,,,,,,,E:\iTunes_library\Music\Anat Fort Trio\And If\10 Paul Motian (2).m4a
Lavori Casalinghi,Enrico Rava Quartet,Graciela Rava & Enrico Rava,Enrico Rava Quartet,,,,,,Jazz,31030803,884,1,1,1,5,1978,2017-05-29 20:11,2009-04-29 20:28,256,44100,,Purchased AAC audio file,,,,,,,,E:\iTunes_library\Music\Enrico Rava Quartet\Enrico Rava Quartet\01 Lavori Casalinghi.m4a
The Fearless Five,Enrico Rava Quartet,Enrico Rava,Enrico Rava Quartet,,,,,,Jazz,10280366,278,1,1,2,5,1978,2017-05-29 20:10,2009-04-29 20:28,256,44100,,Purchased AAC audio file,,,,,,,,E:\iTunes_library\Music\Enrico Rava Quartet\Enrico Rava Quartet\02 The Fearless Five.m4a
Tramps,Enrico Rava Quartet,Enrico Rava,Enrico Rava Quartet,,,,,,Jazz,32613870,926,1,1,3,5,1978,2017-05-29 20:11,2009-04-29 20:28,256,44100,,Purchased AAC audio file,,,,,,,,E:\iTunes_library\Music\Enrico Rava Quartet\Enrico Rava Quartet\03 Tramps.m4a
Round About Midnight,Enrico Rava Quartet,Thelonious Monk & Cootie Williams,Enrico Rava Quartet,,,,,,Jazz,8335769,224,1,1,4,5,1978,2017-05-29 20:11,2009-04-29 20:28,256,44100,,Purchased AAC audio file,,,,,,,,E:\iTunes_library\Music\Enrico Rava Quartet\Enrico Rava Quartet\04 Round About Midnight.m4a
Blackmail,Enrico Rava Quartet,Enrico Rava,Enrico Rava Quartet,,,,,,Jazz,7458786,202,1,1,5,5,1978,2017-05-29 20:11,2009-04-29 20:28,256,44100,,Purchased AAC audio file,,,,,,,,E:\iTunes_library\Music\Enrico Rava Quartet\Enrico Rava Quartet\05 Blackmail.m4a
In Front,Keith Jarrett,Keith Jarrett,Facing You,,,,,,Jazz,20390442,605,1,1,1,8,1971,2017-05-02 21:37,2017-05-13 20:47,256,44100,,Purchased AAC audio file,,,,,,,,E:\iTunes_library\Music\Keith Jarrett\Facing You\01 In Front.m4a
Ritooria,Keith Jarrett,Keith Jarrett,Facing You,,,,,,Jazz,12062607,350,1,1,2,8,1971,2017-05-02 21:37,2017-05-13 20:47,256,44100,,Purchased AAC audio file,,,,,,,,E:\iTunes_library\Music\Keith Jarrett\Facing You\02 Ritooria.m4a
Lalene,Keith Jarrett,Keith Jarrett,Facing You,,,,,,Jazz,17260545,509,1,1,3,8,1971,2017-05-02 21:37,2017-05-13 20:47,256,44100,,Purchased AAC audio file,,,,,,,,E:\iTunes_library\Music\Keith Jarrett\Facing You\03 Lalene.m4a
My Lady My Child,Keith Jarrett,Keith Jarrett,Facing You,,,,,,Jazz,14952140,437,1,1,4,8,1971,2017-05-02 21:37,2017-05-13 20:47,256,44100,,Purchased AAC audio file,,,,,,,,E:\iTunes_library\Music\Keith Jarrett\Facing You\04 My Lady My Child.m4a
Landscape for Future Earth,Keith Jarrett,Keith Jarrett,Facing You,,,,,,Jazz,7439317,209,1,1,5,8,1971,2017-05-02 21:37,2017-05-13 20:47,256,44100,,Purchased AAC audio file,,,,,,,,E:\iTunes_library\Music\Keith Jarrett\Facing You\05 Landscape for Future Earth.m4a
Starbright,Keith Jarrett,Keith Jarrett,Facing You,,,,,,Jazz,10443601,301,1,1,6,8,1971,2017-05-02 21:37,2017-05-13 20:47,256,44100,,Purchased AAC audio file,,,,,,,,E:\iTunes_library\Music\Keith Jarrett\Facing You\06 Starbright.m4a
Vapallia,Keith Jarrett,Keith Jarrett,Facing You,,,,,,Jazz,8118383,231,1,1,7,8,1971,2017-05-02 21:37,2017-05-13 20:47,256,44100,,Purchased AAC audio file,,,,,,,,E:\iTunes_library\Music\Keith Jarrett\Facing You\07 Vapallia.m4a
Semblence,Keith Jarrett,Keith Jarrett,Facing You,,,,,,Jazz,6501876,180,1,1,8,8,1971,2017-05-02 21:37,2017-05-13 20:47,256,44100,,Purchased AAC audio file,,,,,,,,E:\iTunes_library\Music\Keith Jarrett\Facing You\08 Semblence.m4a
Ethereggae,"John Abercrombie, Jan Hammer, Jack DeJohnette & Michael Brecker",Jan Hammer,Night,,,,,,Pop,17429147,505,1,1,1,6,1984,2017-05-29 20:11,2009-03-28 8:04,256,44100,,Purchased AAC audio file,,,,,,,,E:\iTunes_library\Music\John Abercrombie\Night\01 Ethereggae.m4a
Night,"John Abercrombie, Jan Hammer, Jack DeJohnette & Michael Brecker",John Abercrombie,Night,,,,,,Pop,10673031,301,1,1,2,6,1984,2017-05-29 20:11,2009-03-28 8:04,256,44100,,Purchased AAC audio file,,,,,,,,E:\iTunes_library\Music\John Abercrombie\Night\02 Night.m4a
3 East,"John Abercrombie, Jan Hammer, Jack DeJohnette & Michael Brecker",John Abercrombie,Night,,,,,,Pop,9601579,273,1,1,3,6,1984,2017-05-29 20:11,2009-03-28 8:04,256,44100,,Purchased AAC audio file,,,,,,,,E:\iTunes_library\Music\John Abercrombie\Night\03 3 East.m4a
Look Around,"John Abercrombie, Jan Hammer, Jack DeJohnette & Michael Brecker",John Abercrombie,Night,,,,,,Pop,18391515,541,1,1,4,6,1984,2017-05-29 20:12,2009-03-28 8:04,256,44100,,Purchased AAC audio file,,,,,,,,E:\iTunes_library\Music\John Abercrombie\Night\04 Look Around.m4a
Believe You Me,"John Abercrombie, Jan Hammer, Jack DeJohnette & Michael Brecker",John Abercrombie,Night,,,,,,Pop,15854825,463,1,1,5,6,1984,2017-05-29 20:12,2009-03-28 8:04,256,44100,,Purchased AAC audio file,,,,,,,,E:\iTunes_library\Music\John Abercrombie\Night\05 Believe You Me.m4a
Four On One,"John Abercrombie, Jan Hammer, Jack DeJohnette & Michael Brecker",John Abercrombie,Night,,,,,,Pop,14012391,407,1,1,6,6,1984,2017-05-29 20:12,2009-03-28 8:04,256,44100,,Purchased AAC audio file,,,,,,,,E:\iTunes_library\Music\John Abercrombie\Night\06 Four On One.m4a
Clint,John Abercrombie,"John Abercrombie, Marc Johnson & Peter Erskine",Current Events,,,,,,Jazz,13156072,368,1,1,1,7,1985,2017-05-29 20:12,2009-03-28 8:03,256,44100,,Purchased AAC audio file,,,,,,,,E:\iTunes_library\Music\John Abercrombie Trio\Current Events\01 Clint.m4a
Alice In Wonderland,John Abercrombie,Bob Willard & Sammy Fain,Current Events,,,,,,Jazz,17612185,518,1,1,2,7,1985,2017-05-29 20:12,2009-03-28 8:03,256,44100,,Purchased AAC audio file,,,,,,,,E:\iTunes_library\Music\John Abercrombie Trio\Current Events\02 Alice In Wonderland.m4a
Ralph's Piano Waltz,John Abercrombie,John Abercrombie,Current Events,,,,,,Jazz,13133998,375,1,1,3,7,1985,2017-05-29 20:12,2009-03-28 8:03,256,44100,,Purchased AAC audio file,,,,,,,,E:\iTunes_library\Music\John Abercrombie Trio\Current Events\03 Ralph's Piano Waltz.m4a
Lisa,John Abercrombie,John Abercrombie,Current Events,,,,,,Jazz,5380787,147,1,1,4,7,1985,2017-05-29 20:12,2009-03-28 8:03,256,44100,,Purchased AAC audio file,,,,,,,,E:\iTunes_library\Music\John Abercrombie Trio\Current Events\04 Lisa.m4a
Hippittyville,John Abercrombie,John Abercrombie,Current Events,,,,,,Jazz,17648678,505,1,1,5,7,1986,2017-05-29 20:12,2009-03-28 8:03,256,44100,,Purchased AAC audio file,,,,,,,,E:\iTunes_library\Music\John Abercrombie Trio\Current Events\05 Hippittyville.m4a
Killing Time,John Abercrombie,John Abercrombie,Current Events,,,,,,Jazz,16664208,474,1,1,6,7,1985,2017-05-29 20:12,2009-03-28 8:03,256,44100,,Purchased AAC audio file,,,,,,,,E:\iTunes_library\Music\John Abercrombie Trio\Current Events\06 Killing Time.m4a
Still,John Abercrombie,John Abercrombie,Current Events,,,,,,Jazz,18206878,536,1,1,7,7,1985,2017-05-29 20:13,2009-03-28 8:03,256,44100,,Purchased AAC audio file,,,,,,,,E:\iTunes_library\Music\John Abercrombie Trio\Current Events\07 Still.m4a
Vignette,"Gary Peacock, Keith Jarrett & Jack DeJohnette",Gary Peacock,Tales of Another,,,,,,Jazz,16093699,423,1,1,1,6,1977,2017-05-29 20:13,2009-03-25 21:20,256,44100,,Purchased AAC audio file,,,,,,,,E:\iTunes_library\Music\Gary Peacock\Tales of Another\01 Vignette.m4a
Tone Field,"Gary Peacock, Keith Jarrett & Jack DeJohnette",Gary Peacock,Tales of Another,,,,,,Jazz,17877661,476,1,1,2,6,1977,2017-05-29 20:13,2009-03-25 21:20,256,44100,,Purchased AAC audio file,,,,,,,,E:\iTunes_library\Music\Gary Peacock\Tales of Another\02 Tone Field.m4a
Major Major,"Gary Peacock, Keith Jarrett & Jack DeJohnette",Gary Peacock,Tales of Another,,,,,,Jazz,18837207,538,1,1,3,6,1977,2017-05-29 20:13,2009-03-25 21:20,256,44100,,Purchased AAC audio file,,,,,,,,E:\iTunes_library\Music\Gary Peacock\Tales of Another\03 Major Major.m4a
Trilogy I,"Gary Peacock, Keith Jarrett & Jack DeJohnette",Gary Peacock,Tales of Another,,,,,,Jazz,18532042,511,1,1,4,6,1977,2017-05-29 20:13,2009-03-25 21:20,256,44100,,Purchased AAC audio file,,,,,,,,E:\iTunes_library\Music\Gary Peacock\Tales of Another\04 Trilogy I.m4a
Trilogy II,"Gary Peacock, Keith Jarrett & Jack DeJohnette",Gary Peacock,Tales of Another,,,,,,Jazz,21073358,582,1,1,5,6,1977,2017-05-29 20:13,2009-03-25 21:20,256,44100,,Purchased AAC audio file,,,,,,,,E:\iTunes_library\Music\Gary Peacock\Tales of Another\05 Trilogy II.m4a
Trilogy III,"Gary Peacock, Keith Jarrett & Jack DeJohnette",Gary Peacock,Tales of Another,,,,,,Jazz,13721805,380,1,1,6,6,1977,2017-05-29 20:13,2009-03-25 21:20,256,44100,,Purchased AAC audio file,,,,,,,,E:\iTunes_library\Music\Gary Peacock\Tales of Another\06 Trilogy III.m4a
Blue Sky,Jan Garbarek,,"Photo With Blue Sky, White Cloud, Wires, Windows and a Red R",,,,,,Pop,14166837,403,1,1,1,6,1979,2017-05-29 20:13,2009-03-25 20:44,256,44100,,Purchased AAC audio file,,,,,,,,"E:\iTunes_library\Music\Jan Garbarek Group\Photo With Blue Sky, White Cloud, Wires,\01 Blue Sky.m4a"
White Cloud,Jan Garbarek,,"Photo With Blue Sky, White Cloud, Wires, Windows and a Red R",,,,,,Pop,18908555,548,1,1,2,6,1979,2017-05-29 20:14,2009-03-25 20:44,256,44100,,Purchased AAC audio file,,,,,,,,"E:\iTunes_library\Music\Jan Garbarek Group\Photo With Blue Sky, White Cloud, Wires,\02 White Cloud.m4a"
Windows,Jan Garbarek,,"Photo With Blue Sky, White Cloud, Wires, Windows and a Red R",,,,,,Pop,14541102,405,1,1,3,6,1979,2017-05-29 20:13,2009-03-25 20:44,256,44100,,Purchased AAC audio file,,,,,,,,"E:\iTunes_library\Music\Jan Garbarek Group\Photo With Blue Sky, White Cloud, Wires,\03 Windows.m4a"
Red Roof,Jan Garbarek,,"Photo With Blue Sky, White Cloud, Wires, Windows and a Red R",,,,,,Pop,16514703,468,1,1,4,6,1979,2017-05-29 20:13,2009-03-25 20:44,256,44100,,Purchased AAC audio file,,,,,,,,"E:\iTunes_library\Music\Jan Garbarek Group\Photo With Blue Sky, White Cloud, Wires,\04 Red Roof.m4a"
Wires,Jan Garbarek,,"Photo With Blue Sky, White Cloud, Wires, Windows and a Red R",,,,,,Pop,11741028,320,1,1,5,6,1979,2017-05-29 20:14,2009-03-25 20:44,256,44100,,Purchased AAC audio file,,,,,,,,"E:\iTunes_library\Music\Jan Garbarek Group\Photo With Blue Sky, White Cloud, Wires,\05 Wires.m4a"
The Picture,Jan Garbarek,,"Photo With Blue Sky, White Cloud, Wires, Windows and a Red R",,,,,,Pop,17135384,487,1,1,6,6,1979,2017-05-29 20:14,2009-03-25 20:44,256,44100,,Purchased AAC audio file,,,,,,,,"E:\iTunes_library\Music\Jan Garbarek Group\Photo With Blue Sky, White Cloud, Wires,\06 The Picture.m4a"
Piercing the Veil,Charles Lloyd,Charles Lloyd,All My Relations,,,,,,Jazz,18491972,511,1,1,1,8,1995,2017-05-29 20:15,2009-03-25 6:10,256,44100,,Purchased AAC audio file,,,,,,,,E:\iTunes_library\Music\Charles Lloyd\All My Relations\01 Piercing the Veil.m4a
Little Peace,Charles Lloyd,Charles Lloyd,All My Relations,,,,,,Jazz,14971679,396,1,1,2,8,1995,2017-05-29 20:16,2009-03-25 6:10,256,44100,,Purchased AAC audio file,,,,,,,,E:\iTunes_library\Music\Charles Lloyd\All My Relations\02 Little Peace.m4a
Thelonius Theonlyus,Charles Lloyd,Charles Lloyd,All My Relations,,,,,,Jazz,17645084,465,1,1,3,8,1995,2017-05-29 20:16,2009-03-25 6:10,256,44100,,Purchased AAC audio file,,,,,,,,E:\iTunes_library\Music\Charles Lloyd\All My Relations\03 Thelonius Theonlyus.m4a
Cape to Cairo Suite (Hommage to Mandela),Charles Lloyd,Charles Lloyd,All My Relations,,,,,,Jazz,32450683,927,1,1,4,8,1995,2017-05-29 20:16,2009-03-25 6:10,256,44100,,Purchased AAC audio file,,,,,,,,E:\iTunes_library\Music\Charles Lloyd\All My Relations\04 Cape to Cairo Suite (Hommage to M.m4a
"Evanstide, Where Lotus Bloom",Charles Lloyd,Charles Lloyd,All My Relations,,,,,,Jazz,22896735,653,1,1,5,8,1995,2017-05-29 20:16,2009-03-25 6:10,256,44100,,Purchased AAC audio file,,,,,,,,"E:\iTunes_library\Music\Charles Lloyd\All My Relations\05 Evanstide, Where Lotus Bloom.m4a"
All My Relations,Charles Lloyd,Charles Lloyd,All My Relations,,,,,,Jazz,24534994,653,1,1,6,8,1995,2017-05-29 20:16,2009-03-25 6:10,256,44100,,Purchased AAC audio file,,,,,,,,E:\iTunes_library\Music\Charles Lloyd\All My Relations\06 All My Relations.m4a
Hymne to the Mother,Charles Lloyd,Charles Lloyd,All My Relations,,,,,,Jazz,17594650,517,1,1,7,8,1995,2017-05-29 20:16,2009-03-25 6:10,256,44100,,Purchased AAC audio file,,,,,,,,E:\iTunes_library\Music\Charles Lloyd\All My Relations\07 Hymne to the Mother.m4a
Milarepa,Charles Lloyd,Charles Lloyd,All My Relations,,,,,,Jazz,3344828,86,1,1,8,8,1995,2017-05-29 20:16,2009-03-25 6:10,256,44100,,Purchased AAC audio file,,,,,,,,E:\iTunes_library\Music\Charles Lloyd\All My Relations\08 Milarepa.m4a
Foxy Trot,"Kenny Wheeler, Michael Brecker, John Taylor, David Holland & Jack DeJohnette",Kenny Wheeler,"Double Double, You",,,,,,Jazz,28456563,843,1,1,1,4,1983,2017-05-25 8:56,2009-03-20 18:51,256,44100,,Purchased AAC audio file,,,,,,,,"E:\iTunes_library\Music\Kenny Wheeler\Double Double, You\01 Foxy Trot.m4a"
Ma Bel,"Kenny Wheeler, Michael Brecker, John Taylor, David Holland & Jack DeJohnette",Kenny Wheeler,"Double Double, You",,,,,,Jazz,8046982,229,1,1,2,4,1983,2017-05-25 8:55,2009-03-20 18:51,256,44100,,Purchased AAC audio file,,,,,,,,"E:\iTunes_library\Music\Kenny Wheeler\Double Double, You\02 Ma Bel.m4a"
W.W.,"Kenny Wheeler, Michael Brecker, John Taylor, David Holland & Jack DeJohnette",Kenny Wheeler,"Double Double, You",,,,,,Jazz,16166948,466,1,1,3,4,1983,2017-05-25 8:56,2009-03-20 18:51,256,44100,,Purchased AAC audio file,,,,,,,,"E:\iTunes_library\Music\Kenny Wheeler\Double Double, You\03 W.W..m4a"
Medley: Three for D'reen / Blue for You / Mark Time,"Kenny Wheeler, Michael Brecker, John Taylor, David Holland & Jack DeJohnette",Kenny Wheeler,"Double Double, You",,,,,,Jazz,47310307,1406,1,1,4,4,1983,2017-05-25 8:56,2009-03-20 18:51,256,44100,,Purchased AAC audio file,,,,,,,,"E:\iTunes_library\Music\Kenny Wheeler\Double Double, You\04 Medley_ Three for D'reen _ Blue f.m4a"
The First Touch,Marcin Wasilewski Trio,Marcin Wasilewski,January,,,,,,Jazz,8823496,253,1,1,1,10,2008,2017-05-29 20:16,2009-03-19 6:58,256,44100,,Purchased AAC audio file,,,,,,,,E:\iTunes_library\Music\Marcin Wasilewski Trio\January\01 The First Touch.m4a
Vignette,Marcin Wasilewski Trio,Gary Peacock,January,,,,,,Jazz,16867546,485,1,1,2,10,2008,2017-05-29 20:17,2009-03-19 6:58,256,44100,,Purchased AAC audio file,,,,,,,,E:\iTunes_library\Music\Marcin Wasilewski Trio\January\02 Vignette.m4a
Cinema Paradiso,Marcin Wasilewski Trio,Ennio Morricone & Andrea Morricone,January,,,,,,Jazz,17771286,510,1,1,3,10,2008,2017-05-29 20:17,2009-03-19 6:58,256,44100,,Purchased AAC audio file,,,,,,,,E:\iTunes_library\Music\Marcin Wasilewski Trio\January\03 Cinema Paradiso.m4a
Diamonds and Pearls,Marcin Wasilewski Trio,Prince,January,,,,,,Jazz,12107422,345,1,1,4,10,2008,2017-05-29 20:17,2009-03-19 6:58,256,44100,,Purchased AAC audio file,,,,,,,,E:\iTunes_library\Music\Marcin Wasilewski Trio\January\04 Diamonds and Pearls.m4a
Balladyna,Marcin Wasilewski Trio,Tomasz Stanko,January,,,,,,Jazz,14190371,406,1,1,5,10,2008,2017-05-29 20:17,2009-03-19 6:58,256,44100,,Purchased AAC audio file,,,,,,,,E:\iTunes_library\Music\Marcin Wasilewski Trio\January\05 Balladyna.m4a
King Korn,Marcin Wasilewski Trio,Carla Bley,January,,,,,,Jazz,14344536,405,1,1,6,10,2008,2017-05-29 20:17,2009-03-19 6:58,256,44100,,Purchased AAC audio file,,,,,,,,E:\iTunes_library\Music\Marcin Wasilewski Trio\January\06 King Korn.m4a
The Cat,Marcin Wasilewski Trio,Marcin Wasilewski,January,,,,,,Jazz,20929496,598,1,1,7,10,2008,2017-05-29 20:17,2009-03-19 6:58,256,44100,,Purchased AAC audio file,,,,,,,,E:\iTunes_library\Music\Marcin Wasilewski Trio\January\07 The Cat.m4a
January,Marcin Wasilewski Trio,Marcin Wasilewski,January,,,,,,Jazz,17414767,518,1,1,8,10,2008,2017-05-29 20:17,2009-03-19 6:58,256,44100,,Purchased AAC audio file,,,,,,,,E:\iTunes_library\Music\Marcin Wasilewski Trio\January\08 January.m4a
The Young and Cinema,Marcin Wasilewski Trio,Marcin Wasilewski,January,,,,,,Jazz,18852149,548,1,1,9,10,2008,2017-05-29 20:17,2009-03-19 6:58,256,44100,,Purchased AAC audio file,,,,,,,,E:\iTunes_library\Music\Marcin Wasilewski Trio\January\09 The Young and Cinema.m4a
New York 2007,Marcin Wasilewski Trio,"Marcin Wasilewski, Slawomir Kurkiewicz & Michal Miskiewicz",January,,,,,,Jazz,5916460,166,1,1,10,10,2008,2017-05-29 20:17,2009-03-19 6:58,256,44100,,Purchased AAC audio file,,,,,,,,E:\iTunes_library\Music\Marcin Wasilewski Trio\January\10 New York 2007.m4a
New Old Age,"John Taylor, Palle Danielsson & Peter Erskine",,You Never Know,,,,,,Jazz,19414611,568,1,1,1,9,1992,2017-05-29 20:18,2009-03-17 7:07,256,44100,,Purchased AAC audio file,,,,,,,,"E:\iTunes_library\Music\John Taylor, Palle Danielsson & Peter Er\You Never Know\01 New Old Age.m4a"
