Name,Artist,Composer,Album,Grouping,Work,Movement Number,Movement Count,Movement Name,Genre,Size,Time,Disc Number,Disc Count,Track Number,Track Count,Year,Date Modified,Date Added,Bit Rate,Sample Rate,Volume Adjustment,Kind,Equalizer,Comments,Plays,Last Played,Skips,Last Skipped,My Rating,Location
Big Foot,Paul Bley & Gary Peacock,Paul Bley,Paul Bley With Gary Peacock,,,,,,Jazz,7719675,203,1,1,7,8,1967,2017-05-29 19:44,2009-04-17 6:43,256,44100,,Purchased AAC audio file,,,,,,,,E:\iTunes_library\Music\Paul Bley & Gary Peacock\Paul Bley With Gary Peacock\07 Big Foot.m4a
Albert's Love Theme,Paul Bley & Gary Peacock,,Paul Bley With Gary Peacock,,,,,,Jazz,10686457,293,1,1,8,8,1967,2017-05-29 19:45,2009-04-17 6:43,256,44100,,Purchased AAC audio file,,,,,,,,E:\iTunes_library\Music\Paul Bley & Gary Peacock\Paul Bley With Gary Peacock\08 Albert's Love Theme.m4a
Psalm,Paul Motian,,Psalm,,,,,,Jazz,15006594,416,1,1,1,8,1981,2017-05-29 19:45,2009-04-17 6:42,256,44100,,Purchased AAC audio file,,,,,,,,E:\iTunes_library\Music\Paul Motian\Psalm\01 Psalm.m4a
White Magic,Paul Motian,,Psalm,,,,,,Jazz,6504492,180,1,1,2,8,1981,2017-05-29 19:45,2009-04-17 6:42,256,44100,,Purchased AAC audio file,,,,,,,,E:\iTunes_library\Music\Paul Motian\Psalm\02 White Magic.m4a
Boomerang,Paul Motian,,Psalm,,,,,,Jazz,12114915,340,1,1,3,8,1981,2017-05-29 19:45,2009-04-17 6:42,256,44100,,Purchased AAC audio file,,,,,,,,E:\iTunes_library\Music\Paul Motian\Psalm\03 Boomerang.m4a
Fantasm,Paul Motian,,Psalm,,,,,,Jazz,13636363,371,1,1,4,8,1981,2017-05-29 19:45,2009-04-17 6:42,256,44100,,Purchased AAC audio file,,,,,,,,E:\iTunes_library\Music\Paul Motian\Psalm\04 Fantasm.m4a
Mandeville,Paul Motian,,Psalm,,,,,,Jazz,10674743,306,1,1,5,8,1981,2017-05-29 19:45,2009-04-17 6:42,256,44100,,Purchased AAC audio file,,,,,,,,E:\iTunes_library\Music\Paul Motian\Psalm\05 Mandeville.m4a
Second Hand,Paul Motian,,Psalm,,,,,,Jazz,18795696,552,1,1,6,8,1981,2017-05-29 19:45,2009-04-17 6:42,256,44100,,Purchased AAC audio file,,,,,,,,E:\iTunes_library\Music\Paul Motian\Psalm\06 Second Hand.m4a
Etude,Paul Motian,,Psalm,,,,,,Jazz,9074768,260,1,1,7,8,1981,2017-05-29 19:45,2009-04-17 6:42,256,44100,,Purchased AAC audio file,,,,,,,,E:\iTunes_library\Music\Paul Motian\Psalm\07 Etude.m4a
Yahllah,Paul Motian,,Psalm,,,,,,Jazz,16882650,460,1,1,8,8,1981,2017-05-29 19:45,2009-04-17 6:42,256,44100,,Purchased AAC audio file,,,,,,,,E:\iTunes_library\Music\Paul Motian\Psalm\08 Yahllah.m4a
Victoria,Paul Motian,Paul Motian,Tribute,,,,,,Jazz,11817376,327,1,1,1,5,1974,2017-05-29 19:45,2009-04-30 17:49,256,44100,,Purchased AAC audio file,,,,,,,,E:\iTunes_library\Music\Paul Motian\Tribute\01 Victoria.m4a
Tuesday Ends Saturday,Paul Motian,Paul Motian,Tribute,,,,,,Jazz,13860754,402,1,1,2,5,1974,2017-05-29 19:46,2009-04-30 17:49,256,44100,,Purchased AAC audio file,,,,,,,,E:\iTunes_library\Music\Paul Motian\Tribute\02 Tuesday Ends Saturday.m4a
War Orphans,Paul Motian,Ornette Coleman,Tribute,,,,,,Jazz,15525937,452,1,1,3,5,1974,2017-05-29 19:45,2009-04-30 17:49,256,44100,,Purchased AAC audio file,,,,,,,,E:\iTunes_library\Music\Paul Motian\Tribute\03 War Orphans.m4a
Sod House,Paul Motian,Paul Motian,Tribute,,,,,,Jazz,20821487,595,1,1,4,5,1974,2017-05-29 19:46,2009-04-30 17:49,256,44100,,Purchased AAC audio file,,,,,,,,E:\iTunes_library\Music\Paul Motian\Tribute\04 Sod House.m4a
Song for Che,Paul Motian,Charlie Haden,Tribute,,,,,,Jazz,17911231,517,1,1,5,5,1974,2017-05-29 19:46,2009-04-30 17:49,256,44100,,Purchased AAC audio file,,,,,,,,E:\iTunes_library\Music\Paul Motian\Tribute\05 Song for Che.m4a
It Should've Happened a Long Time Ago,Paul Motian,Paul Motian,It Should've Happened a Long Time Ago (With Bill Frisell & Joe Lovano),,,,,,Jazz,13272823,366,1,1,1,7,1984,2017-05-29 19:46,2009-03-05 21:19,256,44100,,Purchased AAC audio file,,,,,,,,E:\iTunes_library\Music\Paul Motian Trio\It Should've Happened a Long Time Ago (W\01 It Should've Happened a Long Time.m4a
Fiasco,Paul Motian Trio,Paul Motian,It Should've Happened a Long Time Ago (With Bill Frisell & Joe Lovano),,,,,,Jazz,16865903,466,1,1,2,7,1984,2017-05-29 19:46,2009-03-05 21:19,256,44100,,Purchased AAC audio file,,,,,,,,E:\iTunes_library\Music\Paul Motian Trio\It Should've Happened a Long Time Ago (W\02 Fiasco.m4a
Conception Vessel,Paul Motian Trio,Paul Motian,It Should've Happened a Long Time Ago (With Bill Frisell & Joe Lovano),,,,,,Jazz,9799404,273,1,1,3,7,1984,2017-05-29 19:46,2009-03-05 21:19,256,44100,,Purchased AAC audio file,,,,,,,,E:\iTunes_library\Music\Paul Motian Trio\It Should've Happened a Long Time Ago (W\03 Conception Vessel.m4a
Introduction,Paul Motian Trio,Paul Motian,It Should've Happened a Long Time Ago (With Bill Frisell & Joe Lovano),,,,,,Jazz,6159692,183,1,1,4,7,1984,2017-05-29 19:46,2009-03-05 21:19,256,44100,,Purchased AAC audio file,,,,,,,,E:\iTunes_library\Music\Paul Motian Trio\It Should've Happened a Long Time Ago (W\04 Introduction.m4a
India,Paul Motian Trio,Paul Motian,It Should've Happened a Long Time Ago (With Bill Frisell & Joe Lovano),,,,,,Jazz,15422388,447,1,1,5,7,1984,2017-05-29 19:46,2009-03-05 21:19,256,44100,,Purchased AAC audio file,,,,,,,,E:\iTunes_library\Music\Paul Motian Trio\It Should've Happened a Long Time Ago (W\05 India.m4a
In the Year of the Dragon,Paul Motian Trio,Paul Motian,It Should've Happened a Long Time Ago (With Bill Frisell & Joe Lovano),,,,,,Jazz,12950223,357,1,1,6,7,1984,2017-05-29 19:46,2009-03-05 21:19,256,44100,,Purchased AAC audio file,,,,,,,,E:\iTunes_library\Music\Paul Motian Trio\It Should've Happened a Long Time Ago (W\06 In the Year of the Dragon.m4a
Two Women from Padua,Paul Motian Trio,Paul Motian,It Should've Happened a Long Time Ago (With Bill Frisell & Joe Lovano),,,,,,Jazz,11031305,318,1,1,7,7,1984,2017-05-29 19:46,2009-03-05 21:19,256,44100,,Purchased AAC audio file,,,,,,,,E:\iTunes_library\Music\Paul Motian Trio\It Should've Happened a Long Time Ago (W\07 Two Women from Padua.m4a
Glebe Ascending,Peter Erskine,John Taylor,As It Is,,,,,,Jazz,14580769,419,1,1,1,9,1995,2017-05-29 19:46,2009-03-22 13:16,256,44100,,Purchased AAC audio file,,,,,,,,E:\iTunes_library\Music\Peter Erskine\As It Is\01 Glebe Ascending.m4a
The Lady In the Lake,Peter Erskine,Peter Erskine,As It Is,,,,,,Jazz,16472359,477,1,1,2,9,1995,2017-05-29 19:46,2009-03-22 13:16,256,44100,,Purchased AAC audio file,,,,,,,,E:\iTunes_library\Music\Peter Erskine\As It Is\02 The Lady In the Lake.m4a
Episode,Peter Erskine,John Taylor,As It Is,,,,,,Jazz,9393451,268,1,1,3,9,1995,2017-05-29 19:46,2009-03-22 13:16,256,44100,,Purchased AAC audio file,,,,,,,,E:\iTunes_library\Music\Peter Erskine\As It Is\03 Episode.m4a
Woodcocks,Peter Erskine,John Taylor,As It Is,,,,,,Jazz,14867509,432,1,1,4,9,1995,2017-05-29 19:47,2009-03-22 13:16,256,44100,,Purchased AAC audio file,,,,,,,,E:\iTunes_library\Music\Peter Erskine\As It Is\04 Woodcocks.m4a
Esperança,Peter Erskine,Vince Mendoza,As It Is,,,,,,Jazz,8365366,236,1,1,5,9,1995,2017-05-29 19:47,2009-03-22 13:16,256,44100,,Purchased AAC audio file,,,,,,,,E:\iTunes_library\Music\Peter Erskine\As It Is\05 Esperança.m4a
Touch Her Soft Lips and Part,Peter Erskine,Sir William Walton,As It Is,,,,,,Jazz,10120871,291,1,1,6,9,1995,2017-05-29 19:47,2009-03-22 13:16,256,44100,,Purchased AAC audio file,,,,,,,,E:\iTunes_library\Music\Peter Erskine\As It Is\06 Touch Her Soft Lips and Part.m4a
Au Contraire,Peter Erskine,John Taylor,As It Is,,,,,,Jazz,20992981,617,1,1,7,9,1995,2017-05-29 19:47,2009-03-22 13:16,256,44100,,Purchased AAC audio file,,,,,,,,E:\iTunes_library\Music\Peter Erskine\As It Is\07 Au Contraire.m4a
For Ruth,Peter Erskine,John Taylor,As It Is,,,,,,Jazz,13939110,403,1,1,8,9,1995,2017-05-29 19:47,2009-03-22 13:16,256,44100,,Purchased AAC audio file,,,,,,,,E:\iTunes_library\Music\Peter Erskine\As It Is\08 For Ruth.m4a
Romeo & Juliet,Peter Erskine,Peter Erskine,As It Is,,,,,,Jazz,9286011,269,1,1,9,9,1995,2017-05-29 19:47,2009-03-22 13:16,256,44100,,Purchased AAC audio file,,,,,,,,E:\iTunes_library\Music\Peter Erskine\As It Is\09 Romeo & Juliet.m4a
"Prelude, No. 2","Peter Erskine, Palle Danielsson & John Taylor",John Taylor,Juni,,,,,,Jazz,11865170,336,1,1,1,8,1999,2017-05-29 19:47,2009-03-22 13:16,256,44100,,Purchased AAC audio file,,,,,,,,"E:\iTunes_library\Music\Peter Erskine\Juni\01 Prelude, No. 2.m4a"
Windfall,"Peter Erskine, Palle Danielsson & John Taylor",John Taylor,Juni,,,,,,Jazz,13667244,377,1,1,2,8,1999,2017-05-29 19:47,2009-03-22 13:16,256,44100,,Purchased AAC audio file,,,,,,,,E:\iTunes_library\Music\Peter Erskine\Juni\02 Windfall.m4a
For Jan,"Peter Erskine, Palle Danielsson & John Taylor",Kenny Wheeler,Juni,,,,,,Jazz,14547966,407,1,1,3,8,1999,2017-05-29 19:47,2009-03-22 13:16,256,44100,,Purchased AAC audio file,,,,,,,,E:\iTunes_library\Music\Peter Erskine\Juni\03 For Jan.m4a
The Ant & the Elk,"Peter Erskine, Palle Danielsson & John Taylor",Peter Erskine,Juni,,,,,,Jazz,15364142,429,1,1,4,8,1999,2017-05-29 19:47,2009-03-22 13:16,256,44100,,Purchased AAC audio file,,,,,,,,E:\iTunes_library\Music\Peter Erskine\Juni\04 The Ant & the Elk.m4a
Siri,"Peter Erskine, Palle Danielsson & John Taylor",Palle Danielsson,Juni,,,,,,Jazz,13418476,391,1,1,5,8,1999,2017-05-29 19:47,2009-03-22 13:16,256,44100,,Purchased AAC audio file,,,,,,,,E:\iTunes_library\Music\Peter Erskine\Juni\05 Siri.m4a
Fable,"Peter Erskine, Palle Danielsson & John Taylor",John Taylor,Juni,,,,,,Jazz,11463945,330,1,1,6,8,1999,2017-05-29 19:48,2009-03-22 13:16,256,44100,,Purchased AAC audio file,,,,,,,,E:\iTunes_library\Music\Peter Erskine\Juni\06 Fable.m4a
Twelve,"Peter Erskine, Palle Danielsson & John Taylor",Peter Erskine,Juni,,,,,,Jazz,15804764,441,1,1,7,8,1999,2017-05-29 19:48,2009-03-22 13:16,256,44100,,Purchased AAC audio file,,,,,,,,E:\iTunes_library\Music\Peter Erskine\Juni\07 Twelve.m4a
Namasti,"Peter Erskine, Palle Danielsson & John Taylor",Diana Taylor,Juni,,,,,,Jazz,12068149,331,1,1,8,8,1999,2017-05-29 19:48,2009-03-22 13:16,256,44100,,Purchased AAC audio file,,,,,,,,E:\iTunes_library\Music\Peter Erskine\Juni\08 Namasti.m4a
Terraces,"Peter Erskine, Palle Danielsson & John Taylor","Peter Erskine, Palle Danielsson & John Taylor",Time Being,,,,,,Jazz,14546127,423,1,1,1,11,1993,2017-05-29 19:48,2009-03-17 7:06,256,44100,,Purchased AAC audio file,,,,,,,,"E:\iTunes_library\Music\Peter Erskine, Palle Danielsson & John T\Time Being\01 Terraces.m4a"
For the Time Being,"Peter Erskine, Palle Danielsson & John Taylor",Peter Erskine,Time Being,,,,,,Jazz,10723726,309,1,1,2,11,1993,2017-05-29 19:48,2009-03-17 7:06,256,44100,,Purchased AAC audio file,,,,,,,,"E:\iTunes_library\Music\Peter Erskine, Palle Danielsson & John T\Time Being\02 For the Time Being.m4a"
If Only I Had Known,"Peter Erskine, Palle Danielsson & John Taylor",Peter Erskine,Time Being,,,,,,Jazz,12627478,361,1,1,3,11,1993,2017-05-29 19:48,2009-03-17 7:06,256,44100,,Purchased AAC audio file,,,,,,,,"E:\iTunes_library\Music\Peter Erskine, Palle Danielsson & John T\Time Being\03 If Only I Had Known.m4a"
Evansong,"Peter Erskine, John Taylor & Palle Danielsson",John Taylor,Time Being,,,,,,Jazz,16392781,483,1,1,4,11,1993,2017-05-29 19:48,2009-03-17 7:06,256,44100,,Purchased AAC audio file,,,,,,,,"E:\iTunes_library\Music\Peter Erskine, Palle Danielsson & John T\Time Being\04 Evansong.m4a"
Page 172,"Peter Erskine, John Taylor & Palle Danielsson",John Taylor,Time Being,,,,,,Jazz,12463603,357,1,1,5,11,1993,2017-05-29 19:48,2009-03-17 7:06,256,44100,,Purchased AAC audio file,,,,,,,,"E:\iTunes_library\Music\Peter Erskine, Palle Danielsson & John T\Time Being\05 Page 172.m4a"
Liten Visa Till Karin,"Peter Erskine, Palle Danielsson & John Taylor",Bjorn Clarin & Staffan Linton,Time Being,,,,,,Jazz,10245216,292,1,1,6,11,1993,2017-05-29 19:48,2009-03-17 7:06,256,44100,,Purchased AAC audio file,,,,,,,,"E:\iTunes_library\Music\Peter Erskine, Palle Danielsson & John T\Time Being\06 Liten Visa Till Karin.m4a"
Bulgaria,"Peter Erskine, Palle Danielsson & John Taylor",Peter Erskine,Time Being,,,,,,Jazz,9859021,284,1,1,7,11,1993,2017-05-29 19:48,2009-03-17 7:06,256,44100,,Purchased AAC audio file,,,,,,,,"E:\iTunes_library\Music\Peter Erskine, Palle Danielsson & John T\Time Being\07 Bulgaria.m4a"
Ambleside,"Peter Erskine, John Taylor & Palle Danielsson",John Taylor,Time Being,,,,,,Jazz,13687535,393,1,1,8,11,1993,2017-05-29 19:49,2009-03-17 7:06,256,44100,,Purchased AAC audio file,,,,,,,,"E:\iTunes_library\Music\Peter Erskine, Palle Danielsson & John T\Time Being\08 Ambleside.m4a"
Phrase One,"Peter Erskine, Palle Danielsson & John Taylor",Kenny Wheeler,Time Being,,,,,,Jazz,10976981,315,1,1,9,11,1993,2017-05-29 19:49,2009-03-17 7:06,256,44100,,Purchased AAC audio file,,,,,,,,"E:\iTunes_library\Music\Peter Erskine, Palle Danielsson & John T\Time Being\09 Phrase One.m4a"
Palle's Headache,"Peter Erskine, Palle Danielsson & John Taylor",Palle Danielsson,Time Being,,,,,,Jazz,11450419,324,1,1,10,11,1993,2017-05-29 19:49,2009-03-17 7:06,256,44100,,Purchased AAC audio file,,,,,,,,"E:\iTunes_library\Music\Peter Erskine, Palle Danielsson & John T\Time Being\10 Palle's Headache.m4a"
Pieds-En-L'air,"Peter Erskine, Palle Danielsson & John Taylor",Peter Warlock,Time Being,,,,,,Jazz,9657791,276,1,1,11,11,1993,2017-05-29 19:49,2009-03-17 7:06,256,44100,,Purchased AAC audio file,,,,,,,,"E:\iTunes_library\Music\Peter Erskine, Palle Danielsson & John T\Time Being\11 Pieds-En-L'air.m4a"
Nardis,"Richard Beirach, Frank Tusa & Jeff Williams",Miles Davis,Eon,,,,,,Jazz,25262609,713,1,1,1,6,1976,2017-05-29 19:49,2013-11-07 17:58,256,44100,,Purchased AAC audio file,,,,,,,,"E:\iTunes_library\Music\Richard Beirach, Frank Tusa & Jeff Willi\Eon\01 Nardis.m4a"
Places,"Richard Beirach, Frank Tusa & Jeff Williams",David Liebman,Eon,,,,,,Jazz,9607179,242,1,1,2,6,1976,2017-05-29 19:49,2013-11-07 17:58,256,44100,,Purchased AAC audio file,,,,,,,,"E:\iTunes_library\Music\Richard Beirach, Frank Tusa & Jeff Willi\Eon\02 Places.m4a"
Seeing You,"Richard Beirach, Frank Tusa & Jeff Williams",Richard Beirach & Frank Tusa,Eon,,,,,,Jazz,8994053,245,1,1,3,6,1976,2017-05-29 19:49,2013-11-07 17:58,256,44100,,Purchased AAC audio file,,,,,,,,"E:\iTunes_library\Music\Richard Beirach, Frank Tusa & Jeff Willi\Eon\03 Seeing You.m4a"
Eon,"Richard Beirach, Frank Tusa & Jeff Williams",Richard Beirach,Eon,,,,,,Jazz,17700124,493,1,1,4,6,1976,2017-05-29 19:49,2013-11-07 17:58,256,44100,,Purchased AAC audio file,,,,,,,,"E:\iTunes_library\Music\Richard Beirach, Frank Tusa & Jeff Willi\Eon\04 Eon.m4a"
Bones,"Richard Beirach, Frank Tusa & Jeff Williams",Richard Beirach,Eon,,,,,,Jazz,7983251,213,1,1,5,6,1976,2017-05-29 19:49,2013-11-07 17:58,256,44100,,Purchased AAC audio file,,,,,,,,"E:\iTunes_library\Music\Richard Beirach, Frank Tusa & Jeff Willi\Eon\05 Bones.m4a"
Mitsuku,"Richard Beirach, Frank Tusa & Jeff Williams",Richard Beirach,Eon,,,,,,Jazz,13602211,375,1,1,6,6,1976,2017-05-29 19:49,2013-11-07 17:58,256,44100,,Purchased AAC audio file,,,,,,,,"E:\iTunes_library\Music\Richard Beirach, Frank Tusa & Jeff Willi\Eon\06 Mitsuku.m4a"
Venice,Steve Eliovson & Collin Walcott,Steve Eliovson,Dawn Dance,,,,,,Jazz,14399914,394,1,1,1,10,1981,2017-05-08 20:10,2017-05-13 20:47,256,44100,,Purchased AAC audio file,,,2,2017-05-26 8:01,,,,E:\iTunes_library\Music\Steve Eliovson & Collin Walcott\Dawn Dance\01 Venice.m4a
Earth End,Steve Eliovson & Collin Walcott,Steve Eliovson,Dawn Dance,,,,,,Jazz,9681370,265,1,1,2,10,1981,2017-05-08 20:10,2017-05-13 20:47,256,44100,,Purchased AAC audio file,,,2,2017-05-26 8:05,,,,E:\iTunes_library\Music\Steve Eliovson & Collin Walcott\Dawn Dance\02 Earth End.m4a
Awakening,Steve Eliovson & Collin Walcott,Collin Walcott,Dawn Dance,,,,,,Jazz,3313682,84,1,1,3,10,1981,2017-05-08 20:10,2017-05-13 20:47,256,44100,,Purchased AAC audio file,,,2,2017-05-26 8:06,,,,E:\iTunes_library\Music\Steve Eliovson & Collin Walcott\Dawn Dance\03 Awakening.m4a
Song for the Masters,Steve Eliovson & Collin Walcott,Steve Eliovson,Dawn Dance,,,,,,Jazz,10186848,282,1,1,4,10,1981,2017-05-08 20:10,2017-05-13 20:47,256,44100,,Purchased AAC audio file,,,2,2017-05-26 8:11,,,,E:\iTunes_library\Music\Steve Eliovson & Collin Walcott\Dawn Dance\04 Song for the Masters.m4a
Wanderer,Steve Eliovson & Collin Walcott,Steve Eliovson & Collin Walcott,Dawn Dance,,,,,,Jazz,7064634,185,1,1,5,10,1981,2017-05-08 20:10,2017-05-13 20:47,256,44100,,Purchased AAC audio file,,,2,2017-05-26 8:14,,,,E:\iTunes_library\Music\Steve Eliovson & Collin Walcott\Dawn Dance\05 Wanderer.m4a
Dawn Dance,Steve Eliovson & Collin Walcott,Steve Eliovson,Dawn Dance,,,,,,Jazz,18274073,484,1,1,6,10,1981,2017-05-08 20:11,2017-05-13 20:47,256,44100,,Purchased AAC audio file,,,2,2017-05-26 8:22,,,,E:\iTunes_library\Music\Steve Eliovson & Collin Walcott\Dawn Dance\06 Dawn Dance.m4a
Slow Jazz,Steve Eliovson & Collin Walcott,Steve Eliovson,Dawn Dance,,,,,,Jazz,9887490,279,1,1,7,10,1981,2017-05-08 20:11,2017-05-13 20:47,256,44100,,Purchased AAC audio file,,,2,2017-05-26 8:27,,,,E:\iTunes_library\Music\Steve Eliovson & Collin Walcott\Dawn Dance\07 Slow Jazz.m4a
Africa,Steve Eliovson & Collin Walcott,Steve Eliovson,Dawn Dance,,,,,,Jazz,12687296,339,1,1,8,10,1981,2017-05-08 20:11,2017-05-13 20:47,256,44100,,Purchased AAC audio file,,,2,2017-05-26 8:33,,,,E:\iTunes_library\Music\Steve Eliovson & Collin Walcott\Dawn Dance\08 Africa.m4a
Memories,Steve Eliovson & Collin Walcott,Steve Eliovson,Dawn Dance,,,,,,Jazz,4958424,131,1,1,9,10,1981,2017-05-08 20:11,2017-05-13 20:47,256,44100,,Purchased AAC audio file,,,2,2017-05-26 8:35,,,,E:\iTunes_library\Music\Steve Eliovson & Collin Walcott\Dawn Dance\09 Memories.m4a
Eternity,Steve Eliovson & Collin Walcott,Steve Eliovson & Collin Walcott,Dawn Dance,,,,,,Jazz,4316583,112,1,1,10,10,1981,2017-05-08 20:11,2017-05-13 20:47,256,44100,,Purchased AAC audio file,,,2,2017-05-26 8:37,,,,E:\iTunes_library\Music\Steve Eliovson & Collin Walcott\Dawn Dance\10 Eternity.m4a
Resumé variations (Live),Jan Garbarek,Eberhard Weber,Hommage à Eberhard Weber (Live),,,,,,Jazz,16521738,480,1,1,1,7,2015,2016-11-28 21:03,2017-05-29 13:03,256,44100,,Purchased AAC audio file,,,,,,,,E:\iTunes_library\Music\Compilations\Hommage à Eberhard Weber (Live)\01 Resumé variations (Live).m4a
Hommage (Live),"Gary Burton, Pat Metheny, Scott Colley, Danny Gottlieb, SWR Big Band & Helge Sunde",Pat Metheny & Eberhard Weber,Hommage à Eberhard Weber (Live),,,,,,Jazz,70588357,1893,1,1,2,7,2015,2016-11-28 21:04,2017-05-29 13:03,256,44100,,Purchased AAC audio file,,,,,,,,E:\iTunes_library\Music\Compilations\Hommage à Eberhard Weber (Live)\02 Hommage (Live).m4a
Touch (Live),"Gary Burton, SWR Big Band & Helge Sunde",Eberhard Weber,Hommage à Eberhard Weber (Live),,,,,,Jazz,17594984,499,1,1,3,7,2015,2016-11-28 21:03,2017-05-29 13:03,256,44100,,Purchased AAC audio file,,,,,,,,E:\iTunes_library\Music\Compilations\Hommage à Eberhard Weber (Live)\03 Touch (Live).m4a
Maurizius (Live),"Paul McCandless, Gary Burton, SWR Big Band & Mike Gibbs",Eberhard Weber,Hommage à Eberhard Weber (Live),,,,,,Jazz,19317956,566,1,1,4,7,2015,2016-11-28 21:03,2017-05-29 13:03,256,44100,,Purchased AAC audio file,,,,,,,,E:\iTunes_library\Music\Compilations\Hommage à Eberhard Weber (Live)\04 Maurizius (Live).m4a
Tübingen (Live),"Paul McCandless, Gary Burton, SWR Big Band & Helge Sunde",Eberhard Weber,Hommage à Eberhard Weber (Live),,,,,,Jazz,14347207,415,1,1,5,7,2015,2016-11-28 21:04,2017-05-29 13:03,256,44100,,Purchased AAC audio file,,,,,,,,E:\iTunes_library\Music\Compilations\Hommage à Eberhard Weber (Live)\05 Tübingen (Live).m4a
Notes After An Evening (Live),"Paul McCandless, Gary Burton, SWR Big Band & Helge Sunde",Eberhard Weber,Hommage à Eberhard Weber (Live),,,,,,Jazz,11524239,332,1,1,6,7,2015,2016-11-28 21:04,2017-05-29 13:03,256,44100,,Purchased AAC audio file,,,,,,,,E:\iTunes_library\Music\Compilations\Hommage à Eberhard Weber (Live)\06 Notes After An Evening (Live).m4a
Street Scenes (Bonus Track / Live),"Paul McCandless, Gary Burton, SWR Big Band & Helge Sunde",Eberhard Weber,Hommage à Eberhard Weber (Live),,,,,,Jazz,18986058,540,1,1,7,7,2015,2016-11-28 21:04,2017-05-29 13:03,256,44100,,Purchased AAC audio file,,,,,,,,E:\iTunes_library\Music\Compilations\Hommage à Eberhard Weber (Live)\07 Street Scenes (Bonus Track _ Live.m4a
Before the Bitter Wind,David Torn,Geoffrey Gordon & David Mitchell Torn,Best Laid Plans,,,,,,Pop,13729363,400,1,1,1,7,1985,2017-05-29 19:50,2013-11-20 21:58,256,44100,,Purchased AAC audio file,,,,,,,,E:\iTunes_library\Music\David Torn\Best Laid Plans\01 Before the Bitter Wind.m4a
Best Laid Plans,David Torn,David Mitchell Torn,Best Laid Plans,,,,,,Pop,14772834,431,1,1,2,7,1985,2017-05-29 19:51,2013-11-20 21:58,256,44100,,Purchased AAC audio file,,,,,,,,E:\iTunes_library\Music\David Torn\Best Laid Plans\02 Best Laid Plans.m4a
The Hum of Its Parts,David Torn,David Mitchell Torn,Best Laid Plans,,,,,,Pop,7998789,225,1,1,3,7,1985,2017-05-29 19:51,2013-11-20 21:58,256,44100,,Purchased AAC audio file,,,,,,,,E:\iTunes_library\Music\David Torn\Best Laid Plans\03 The Hum of Its Parts.m4a
Removable Tongue,David Torn,David Mitchell Torn,Best Laid Plans,,,,,,Pop,4404991,118,1,1,4,7,1985,2017-05-29 19:51,2013-11-20 21:58,256,44100,,Purchased AAC audio file,,,,,,,,E:\iTunes_library\Music\David Torn\Best Laid Plans\04 Removable Tongue.m4a
In the Fifth Direction,David Torn,David Mitchell Torn,Best Laid Plans,,,,,,Pop,13131708,381,1,1,5,7,1985,2017-05-29 19:51,2013-11-20 21:58,256,44100,,Purchased AAC audio file,,,,,,,,E:\iTunes_library\Music\David Torn\Best Laid Plans\05 In the Fifth Direction.m4a
Two-Face Flash,David Torn,Geoffrey Gordon & David Mitchell Torn,Best Laid Plans,,,,,,Pop,14822823,432,1,1,6,7,1985,2017-05-29 19:51,2013-11-20 21:58,256,44100,,Purchased AAC audio file,,,,,,,,E:\iTunes_library\Music\David Torn\Best Laid Plans\06 Two-Face Flash.m4a
Angle of Incidents,David Torn,David Mitchell Torn,Best Laid Plans,,,,,,Pop,17820280,524,1,1,7,7,1985,2017-05-29 19:51,2013-11-20 21:58,256,44100,,Purchased AAC audio file,,,,,,,,E:\iTunes_library\Music\David Torn\Best Laid Plans\07 Angle of Incidents.m4a
The Melancholy of Departure,Mark Isham & Art Lande,Mark Isham,We Begin,,,,,,Jazz,13361551,392,1,1,1,7,1987,2017-05-29 19:55,2013-11-15 16:41,256,44100,,Purchased AAC audio file,,,,,,,,E:\iTunes_library\Music\Mark Isham & Art Lande\We Begin\01 The Melancholy of Departure.m4a
Ceremony In Starlight,Mark Isham & Art Lande,Mark Isham,We Begin,,,,,,Jazz,15426932,454,1,1,2,7,1987,2017-05-29 19:55,2013-11-15 16:41,256,44100,,Purchased AAC audio file,,,,,,,,E:\iTunes_library\Music\Mark Isham & Art Lande\We Begin\02 Ceremony In Starlight.m4a
We Begin,Mark Isham & Art Lande,Art Lande,We Begin,,,,,,Jazz,12945494,379,1,1,3,7,1987,2017-05-29 19:55,2013-11-15 16:41,256,44100,,Purchased AAC audio file,,,,,,,,E:\iTunes_library\Music\Mark Isham & Art Lande\We Begin\03 We Begin.m4a
Lord Ananea,Mark Isham & Art Lande,Art Lande,We Begin,,,,,,Jazz,6064410,162,1,1,4,7,1987,2017-05-29 19:55,2013-11-15 16:41,256,44100,,Purchased AAC audio file,,,,,,,,E:\iTunes_library\Music\Mark Isham & Art Lande\We Begin\04 Lord Ananea.m4a
Surface and Symbol,Mark Isham & Art Lande,Mark Isham & Art Lande,We Begin,,,,,,Jazz,21374392,645,1,1,5,7,1987,2017-05-29 19:56,2013-11-15 16:41,256,44100,,Purchased AAC audio file,,,,,,,,E:\iTunes_library\Music\Mark Isham & Art Lande\We Begin\05 Surface and Symbol.m4a
Sweet Circle,Mark Isham & Art Lande,Art Lande,We Begin,,,,,,Jazz,8374472,249,1,1,6,7,1987,2017-05-29 19:56,2013-11-15 16:41,256,44100,,Purchased AAC audio file,,,,,,,,E:\iTunes_library\Music\Mark Isham & Art Lande\We Begin\06 Sweet Circle.m4a
