Name,Artist,Composer,Album,Grouping,Work,Movement Number,Movement Count,Movement Name,Genre,Size,Time,Disc Number,Disc Count,Track Number,Track Count,Year,Date Modified,Date Added,Bit Rate,Sample Rate,Volume Adjustment,Kind,Equalizer,Comments,Plays,Last Played,Skips,Last Skipped,My Rating,Location
"Sonata for Viola and Piano No. 1 in F minor, Op. 120: I. Allegro appassionato - Sostenuto ed espressivo",Kim Kashkashian & Robert Levin,Johannes Brahms,Brahms: Sonaten für Viola und Klavier,"Sonata for Viola and Piano No.1 in F minor, Op.120",,,,,Classical,16525717,484,1,1,4,7,1997,2017-05-29 20:23,2009-01-29 22:21,256,44100,,Purchased AAC audio file,,,,,,,,E:\iTunes_library\Music\Kim Kashkashian & Robert Levin\Brahms_ Sonaten für Viola und Klavier\04 Sonata for Viola and Piano No. 1.m4a
"Sonata for Viola and Piano No. 1 in F minor, Op. 120: II. Andante un poco adagio",Kim Kashkashian & Robert Levin,Johannes Brahms,Brahms: Sonaten für Viola und Klavier,"Sonata for Viola and Piano No.1 in F minor, Op.120",,,,,Classical,10567429,305,1,1,5,7,1997,2017-05-29 20:23,2009-01-29 22:21,256,44100,,Purchased AAC audio file,,,,,,,,E:\iTunes_library\Music\Kim Kashkashian & Robert Levin\Brahms_ Sonaten für Viola und Klavier\05 Sonata for Viola and Piano No. 1.m4a
"Sonata for Viola and Piano No. 1 in F minor, Op. 120: III. Allegretto grazioso",Kim Kashkashian & Robert Levin,Johannes Brahms,Brahms: Sonaten für Viola und Klavier,"Sonata for Viola and Piano No.1 in F minor, Op.120",,,,,Classical,9238619,264,1,1,6,7,1997,2017-05-29 20:23,2009-01-29 22:21,256,44100,,Purchased AAC audio file,,,,,,,,E:\iTunes_library\Music\Kim Kashkashian & Robert Levin\Brahms_ Sonaten für Viola und Klavier\06 Sonata for Viola and Piano No. 1.m4a
"Sonata for Viola and Piano No. 1 in F minor, Op. 120: IV. Vivace",Kim Kashkashian & Robert Levin,Johannes Brahms,Brahms: Sonaten für Viola und Klavier,"Sonata for Viola and Piano No.1 in F minor, Op.120",,,,,Classical,10769891,309,1,1,7,7,1997,2017-05-29 20:23,2009-01-29 22:21,256,44100,,Purchased AAC audio file,,,,,,,,E:\iTunes_library\Music\Kim Kashkashian & Robert Levin\Brahms_ Sonaten für Viola und Klavier\07 Sonata for Viola and Piano No. 1.m4a
"String Quartet No. 15 in G, D. 887: I. Allegro molto moderato",Gidon Kremer & Kremerata Baltica,Franz Schubert,Schubert: String Quartet in G Major,,,,,,Classical,45695222,1367,1,1,1,4,2005,2017-05-29 20:24,2009-01-29 22:09,256,44100,,Purchased AAC audio file,,,,,,,,"E:\iTunes_library\Music\Gidon Kremer & Kremerata Baltica\Schubert_ String Quartet in G Major\01 String Quartet No. 15 in G, D. 88.m4a"
"String Quartet No. 15 in G, D. 887: II. Andante un poco moto",Gidon Kremer & Kremerata Baltica,Franz Schubert,Schubert: String Quartet in G Major,,,,,,Classical,28025936,834,1,1,2,4,2005,2017-05-29 20:24,2009-01-29 22:09,256,44100,,Purchased AAC audio file,,,,,,,,"E:\iTunes_library\Music\Gidon Kremer & Kremerata Baltica\Schubert_ String Quartet in G Major\02 String Quartet No. 15 in G, D. 88.m4a"
"String Quartet No. 15 in G, D. 887: III. Scherzo. Allegro vivace - Trio. Allegretto",Gidon Kremer & Kremerata Baltica,Franz Schubert,Schubert: String Quartet in G Major,,,,,,Classical,15023345,440,1,1,3,4,2005,2017-05-29 20:24,2009-01-29 22:09,256,44100,,Purchased AAC audio file,,,,,,,,"E:\iTunes_library\Music\Gidon Kremer & Kremerata Baltica\Schubert_ String Quartet in G Major\03 String Quartet No. 15 in G, D. 88.m4a"
"String Quartet No. 15 in G, D. 887: IV. Allegro assai",Gidon Kremer & Kremerata Baltica,Franz Schubert,Schubert: String Quartet in G Major,,,,,,Classical,22105224,658,1,1,4,4,2005,2017-05-29 20:24,2009-01-29 22:09,256,44100,,Purchased AAC audio file,,,,,,,,"E:\iTunes_library\Music\Gidon Kremer & Kremerata Baltica\Schubert_ String Quartet in G Major\04 String Quartet No. 15 in G, D. 88.m4a"
Passava Amor Su Arco Desarmado (Love Walked by Unarmed),Monika Mauch & Nigel North,Anonymous,Musical Banquet,,,,,,Classical,5552387,148,1,1,1,24,2008,2017-05-29 20:24,2008-09-07 7:09,256,44100,,Purchased AAC audio file,,,,,,,,E:\iTunes_library\Music\Monika Mauch & Nigel North\Musical Banquet\01 Passava Amor Su Arco Desarmado (L.m4a
Lady If You So Spite Me,Monika Mauch & Nigel North,John Dowland,Musical Banquet,,,,,,Classical,5043160,138,1,1,2,24,2008,2017-05-29 20:24,2008-09-07 7:09,256,44100,,Purchased AAC audio file,,,,,,,,E:\iTunes_library\Music\Monika Mauch & Nigel North\Musical Banquet\02 Lady If You So Spite Me.m4a
Dovrò Dunque Morire? (Must I Then Die?),Monika Mauch & Nigel North,Giulio Caccini,Musical Banquet,,,,,,Classical,4479386,123,1,1,3,24,2008,2017-05-29 20:24,2008-09-07 7:09,256,44100,,Purchased AAC audio file,,,,,,,,E:\iTunes_library\Music\Monika Mauch & Nigel North\Musical Banquet\03 Dovrò Dunque Morire_ (Must I Then.m4a
Amarilli Mia Bella (My Fair Amaryllis),Monika Mauch & Nigel North,Giulio Caccini,Musical Banquet,,,,,,Classical,5843900,163,1,1,4,24,2008,2017-05-29 20:24,2008-09-07 7:09,256,44100,,Purchased AAC audio file,,,,,,,,E:\iTunes_library\Music\Monika Mauch & Nigel North\Musical Banquet\04 Amarilli Mia Bella (My Fair Amary.m4a
Si Le Parler Et Le Silence (If Words and Silence),Monika Mauch & Nigel North,Pierre Guédron,Musical Banquet,,,,,,Classical,8695246,249,1,1,5,24,2008,2017-05-29 20:24,2008-09-07 7:09,256,44100,,Purchased AAC audio file,,,,,,,,E:\iTunes_library\Music\Monika Mauch & Nigel North\Musical Banquet\05 Si Le Parler Et Le Silence (If Wo.m4a
Se di Farmi Morire (If You Think to Cause My Death),Monika Mauch & Nigel North,Domenico Maria Megli,Musical Banquet,,,,,,Classical,3957002,107,1,1,6,24,2008,2017-05-29 20:24,2008-09-07 7:09,256,44100,,Purchased AAC audio file,,,,,,,,E:\iTunes_library\Music\Monika Mauch & Nigel North\Musical Banquet\06 Se di Farmi Morire (If You Think.m4a
"O Eyes, Leave Off Your Weeping",Monika Mauch & Nigel North,Robert Hales,Musical Banquet,,,,,,Classical,6493821,182,1,1,7,24,2008,2017-05-29 20:24,2008-09-07 7:09,256,44100,,Purchased AAC audio file,,,,,,,,"E:\iTunes_library\Music\Monika Mauch & Nigel North\Musical Banquet\07 O Eyes, Leave Off Your Weeping.m4a"
Vuestros Ojos Tienen d'Amor (Your Eyes Hold I Know Not What of Love),Monika Mauch & Nigel North,Anonymous,Musical Banquet,,,,,,Classical,3554027,88,1,1,8,24,2008,2017-05-29 20:24,2008-09-07 7:09,256,44100,,Purchased AAC audio file,,,,,,,,E:\iTunes_library\Music\Monika Mauch & Nigel North\Musical Banquet\08 Vuestros Ojos Tienen d'Amor (Your.m4a
In a Grove Most Rich of Shade,Monika Mauch & Nigel North,Guillaume Tessier,Musical Banquet,,,,,,Classical,8537170,245,1,1,9,24,2008,2017-05-29 20:25,2008-09-07 7:09,256,44100,,Purchased AAC audio file,,,,,,,,E:\iTunes_library\Music\Monika Mauch & Nigel North\Musical Banquet\09 In a Grove Most Rich of Shade.m4a
"Lady Rich, Her Galliard",Nigel North,John Dowland,Musical Banquet,,,,,,Classical,4361290,117,1,1,10,24,2008,2017-05-29 20:25,2008-09-07 7:09,256,44100,,Purchased AAC audio file,,,,,,,,"E:\iTunes_library\Music\Monika Mauch & Nigel North\Musical Banquet\10 Lady Rich, Her Galliard.m4a"
"Go My Flock, Go Get You Hence",Monika Mauch & Nigel North,Anonymous,Musical Banquet,,,,,,Classical,8068885,229,1,1,11,24,2008,2017-05-29 20:25,2008-09-07 7:09,256,44100,,Purchased AAC audio file,,,,,,,,"E:\iTunes_library\Music\Monika Mauch & Nigel North\Musical Banquet\11 Go My Flock, Go Get You Hence.m4a"
O Bella Più Che Le Stelle (Oh Fairer Than the Stars of Diana),Monika Mauch & Nigel North,Anonymous,Musical Banquet,,,,,,Classical,3747154,100,1,1,12,24,2008,2017-05-29 20:25,2008-09-07 7:09,256,44100,,Purchased AAC audio file,,,,,,,,E:\iTunes_library\Music\Monika Mauch & Nigel North\Musical Banquet\12 O Bella Più Che Le Stelle (Oh Fai.m4a
My Heavy Sprite,Monika Mauch & Nigel North,Anthony Holborne,Musical Banquet,,,,,,Classical,5758310,161,1,1,13,24,2008,2017-05-29 20:25,2008-09-07 7:09,256,44100,,Purchased AAC audio file,,,,,,,,E:\iTunes_library\Music\Monika Mauch & Nigel North\Musical Banquet\13 My Heavy Sprite.m4a
Galliard,Nigel North,Daniel Batchelar,Musical Banquet,,,,,,Classical,4071145,106,1,1,14,24,2008,2017-05-29 20:25,2008-09-07 7:09,256,44100,,Purchased AAC audio file,,,,,,,,E:\iTunes_library\Music\Monika Mauch & Nigel North\Musical Banquet\14 Galliard.m4a
To Plead My Faith,Monika Mauch & Nigel North,Daniel Batchelar,Musical Banquet,,,,,,Classical,4774526,131,1,1,15,24,2008,2017-05-29 20:25,2008-09-07 7:09,256,44100,,Purchased AAC audio file,,,,,,,,E:\iTunes_library\Music\Monika Mauch & Nigel North\Musical Banquet\15 To Plead My Faith.m4a
Ce Penser Qui Sans Fin Tirannise Ma Vie (This Thought Which Endlessly Governs My Life),Monika Mauch & Nigel North,Pierre Guédron,Musical Banquet,,,,,,Classical,7729336,219,1,1,16,24,2008,2017-05-29 20:25,2008-09-07 7:09,256,44100,,Purchased AAC audio file,,,,,,,,E:\iTunes_library\Music\Monika Mauch & Nigel North\Musical Banquet\16 Ce Penser Qui Sans Fin Tirannise.m4a
"O Dear Life, When Shall It Be?",Monika Mauch & Nigel North,Anonymous,Musical Banquet,,,,,,Classical,6366556,180,1,1,17,24,2008,2017-05-29 20:25,2008-09-07 7:09,256,44100,,Purchased AAC audio file,,,,,,,,"E:\iTunes_library\Music\Monika Mauch & Nigel North\Musical Banquet\17 O Dear Life, When Shall It Be_.m4a"
"Sir Robert Sidney, His Galliard",Nigel North,John Dowland,Musical Banquet,,,,,,Classical,5375960,149,1,1,18,24,2008,2017-05-29 20:25,2008-09-07 7:09,256,44100,,Purchased AAC audio file,,,,,,,,"E:\iTunes_library\Music\Monika Mauch & Nigel North\Musical Banquet\18 Sir Robert Sidney, His Galliard.m4a"
Change Thy Mind Since She Doth Change,Monika Mauch & Nigel North,Richard Martin,Musical Banquet,,,,,,Classical,5740931,161,1,1,19,24,2008,2017-05-29 20:25,2008-09-07 7:09,256,44100,,Purchased AAC audio file,,,,,,,,E:\iTunes_library\Music\Monika Mauch & Nigel North\Musical Banquet\19 Change Thy Mind Since She Doth Ch.m4a
"Sir Thomas Monson, His Pavin and Galliard",Nigel North,Robert Dowland,Musical Banquet,,,,,,Classical,16192935,476,1,1,20,24,2008,2017-05-29 20:25,2008-09-07 7:09,256,44100,,Purchased AAC audio file,,,,,,,,"E:\iTunes_library\Music\Monika Mauch & Nigel North\Musical Banquet\20 Sir Thomas Monson, His Pavin and.m4a"
Vous Que Le Bonheur Rappelle (You Whom Happiness Recalls),Monika Mauch & Nigel North,Pierre Guédron,Musical Banquet,,,,,,Classical,3724956,99,1,1,21,24,2008,2017-05-29 20:25,2008-09-07 7:09,256,44100,,Purchased AAC audio file,,,,,,,,E:\iTunes_library\Music\Monika Mauch & Nigel North\Musical Banquet\21 Vous Que Le Bonheur Rappelle (You.m4a
In Darkness Let Me Dwell,Monika Mauch & Nigel North,John Dowland,Musical Banquet,,,,,,Classical,8598779,246,1,1,22,24,2008,2017-05-29 20:25,2008-09-07 7:09,256,44100,,Purchased AAC audio file,,,,,,,,E:\iTunes_library\Music\Monika Mauch & Nigel North\Musical Banquet\22 In Darkness Let Me Dwell.m4a
Sta Notte Mi Sognava (Last Night I Dreamed),Monika Mauch & Nigel North,Anonymous,Musical Banquet,,,,,,Classical,5261758,145,1,1,23,24,2008,2017-05-29 20:25,2008-09-07 7:09,256,44100,,Purchased AAC audio file,,,,,,,,E:\iTunes_library\Music\Monika Mauch & Nigel North\Musical Banquet\23 Sta Notte Mi Sognava (Last Night.m4a
Far from Triumphing Court,Monika Mauch & Nigel North,John Dowland,Musical Banquet,,,,,,Classical,13592430,400,1,1,24,24,2008,2017-05-29 20:25,2008-09-07 7:09,256,44100,,Purchased AAC audio file,,,,,,,,E:\iTunes_library\Music\Monika Mauch & Nigel North\Musical Banquet\24 Far from Triumphing Court.m4a
